CX1	CX2	CX3	CX4	CX5	CX6	CX7	CX8	CX9	CX10	CX11	CX12	CX13	CX14	CX15	CX16	CX17
TCGA-86-7713-a	3.685	20.83	26.82	17.12	8.604	2.439	0	10.25	0	0	0	0	18.6	0	13.38	0	0
TCGA-86-7953	3.966	39.93	25.45	8.639	1.931	2.807	6.163	0	7.619	0	0.481	0	0	0	0	0	0
TCGA-86-7955	3.2	53.1	31.46	33.46	18.02	2.921	2.98	27.57	4.144	0	1.163	0.2048	0	0	0	0	0
TCGA-86-8054	3.783	23.53	23.25	37.22	12.91	2.324	0	19.34	0	1.814	0.4362	0.2483	0.4201	0	7.528	0	0
TCGA-86-8056	5.126	29.34	0	0	4.359	0	2.994	1.567	0	0	0	0	0	0	2.706	2.469	7.92
TCGA-86-8278	5.024	21.08	7.446	0	0	0	0	0	0	0	0	0.1447	0	12	0	0	0
TCGA-86-8279	3.684	10.15	30.45	25.21	8.712	4.402	0	20.58	7.862	0	0	0	0	0	4.952	0	0
TCGA-86-8280	4.565	41.21	3.114	10.65	6.215	4.18	10.95	0	0	0	0	0	0	0	30.83	0	0
TCGA-86-8358	1.606	57.15	49.62	48.09	39.72	0	27.67	35.86	0	0	0	0	0.5226	0	0	1.606	36.81
TCGA-86-8669	4.222	19.04	15.9	26.41	3.891	4.638	0	6.14	0	0	0	0	0	0	14.14	0	14.01
TCGA-86-A4D0	3.082	22.21	38.83	10.33	13.24	2.23	31.44	6.631	0	0	0.6059	0.357	0.751	0	0	0	10.68
TCGA-87-5896	5.26	23.61	0	7.889	4.028	0	0	0	0	0	0	0.2948	2.304	0	0	0	2.706
TCGA-90-7766-a	4.805	24.22	8.88	7.719	3.312	0.9319	0	5.222	0	0	0	0	1.775	0	0	0	5.133
TCGA-90-7767-a	3.904	7.793	29.18	13.13	3.57	2.031	3.306	1.685	9.693	0	0	0	0	0	0	2.741	0
TCGA-90-7769-b	2.963	11.97	47.38	13.56	7.107	2.876	8.456	6.625	11.12	0	0	0.2695	0	0	0	0	0
TCGA-90-7964-b	4.099	16.34	22.18	0	0	0	1.321	0	3.173	7.258	0.5542	0	3.58	10.34	14.13	0	0
TCGA-90-A4ED	5.398	14.46	0	0	0.5512	4.98	11.24	0	0	0	0.414	0	0	0	0	0	4.708
TCGA-90-A4EE	3.415	15.76	33.61	11.66	8.853	3.203	18.51	1.326	6.687	0	0	0	0	0	11.53	0	0
TCGA-90-A59Q	4.946	33.24	7.778	0	0	5.319	10.91	0	0	0	0	0	0	0	0	0	0
TCGA-91-6828-a	4.902	21.27	4.179	3.507	1.045	5.183	9.848	6.649	0	0	0	0	0	0	18.5	0	0
TCGA-91-6831	2.65	35.63	42.98	47.59	21.97	1.434	8.032	7.329	23.4	0	0	0.9754	8.763	0	0	0	0
TCGA-91-6836	2.59	10.71	51.54	10.69	3.136	0.5885	0	12.05	17.98	23.18	0	0	0	0	0	0	13.22
TCGA-91-6840	3.177	61.2	27.97	51.79	27.27	3.172	4.851	28.15	7.243	0	0	0	0	0	0	0	0
TCGA-91-6847	3.531	33.59	24.65	28.29	26.15	4.31	15.64	31.02	0	0	0	0.8645	1.569	0	0	0	0
TCGA-91-8496	5.303	8.346	0	0	1.994	0	0	0.8222	0	0	0	0	0	1.503	0	0.8581	18.7
TCGA-91-8499	1.552	92.62	56.06	41.15	24.61	0	0	13.87	0	12.92	0	0	0.6414	0	0	2.01	0
TCGA-92-8065	4.178	30.03	24.01	0	0	1.206	0	1.614	0	0	0	0.435	0	0	0	0	0
TCGA-94-7033	3.583	18.66	36.84	0	0	0	0.7372	0.8196	0	0	0	0	0	2.778	0	0	0
TCGA-94-7557	2.416	51.69	42.13	48.69	15.63	0	5.852	12.46	0	0	0	0	0	0	0	1.296	38.12
TCGA-94-7943	3.175	34.6	38.53	13.26	10.05	2.582	14.99	2.523	21.67	0	0.3641	1.117	0	0	0	0	0
TCGA-94-8490	4.578	3.393	14.85	9.815	1.966	0.857	0	1.059	1.944	0	0.52	0	0	0.7081	10.35	0	0
TCGA-94-8491	1.671	31.78	66.11	0	7.68	0.7491	26.96	3.077	0	0	0	0	0.1956	0	20.79	0	0
TCGA-94-A4VJ	2.934	22.28	43.86	32.44	11.12	1.171	0	0	19.59	0	0.304	0	0	0	0	0.6675	0
TCGA-94-A5I4	3.706	7.949	29.26	39.58	9.3	3.871	6.921	16.12	8.831	0	1.103	0	0	0	0	4.594	0
TCGA-95-7039	2.767	120.9	22.1	32.51	10.19	1.904	5.931	6.014	0	0	0	0	0.771	0	46.73	2.935	0
TCGA-95-7043	3.393	0	38.65	41.09	2.156	2.616	0	10.82	13.76	11.78	0	0	0	0	0	1.042	0
TCGA-95-7562	3.96	14.48	26.55	13.85	0	4.387	0	23.63	0	0	0	0.244	1.526	0	7.593	0	0
TCGA-95-7567	2.682	66.76	40.21	25.1	12.32	1.075	8.966	0	0	0	0	0	4.545	0	3.733	4.602	0
TCGA-95-7947	4.55	13.96	16.19	12.25	2.59	1.757	0.9955	0	11.57	3.162	0	0.1726	0	0	0	0	0
TCGA-95-7948	4.276	2.554	23.48	16.15	0	4.212	0	8.396	0	0	0	0.2733	0	0	0	4.356	0
TCGA-95-8494	4.273	14.69	18.07	2.836	1.825	2.498	0	7.617	2.387	0	0	0	0	1.895	0	0	32.04
TCGA-96-7544	3.202	44.15	36.64	12.41	8.977	0	0	1.917	10.86	0	2.151	0	0	2.169	0	0	0
TCGA-96-A4JK	2.694	24.04	40.16	11.97	16.37	1.689	0	45.21	0	1.588	0	0	0	0	0	1.763	46.71
TCGA-97-7546	5.391	13.1	0	7.919	4.087	5.672	12.27	3.237	0	0	0	0	0	0	0	0	0
TCGA-97-7547	5.262	10.3	0	14.97	5.082	3.627	0	12.84	0	0	0	0	2.715	4.153	0	1.8	9.317
TCGA-97-7938	5.334	12.19	2.005	0	0	0.8246	0	0	0	0	0	0	0	0	0	0	2.56
TCGA-97-8171	4.763	26.56	3.075	77.24	3.459	0	3.011	0	0	29.97	0	0.7325	0	0	13.74	0	0
TCGA-97-8174	4.565	28.19	7.848	33.72	6.241	2.868	8.111	0	0	0	0	0.7537	0	0	14.34	0	0
TCGA-97-8175	5.212	14.4	0	2.549	0.4704	2.373	5.489	1.422	0	0	0	0	0	0	13.78	0	0
TCGA-97-8176	5.119	24.65	4.793	1.457	0	4.943	4.642	0	1.035	0	0	0.1519	0	0	3.279	0	0
TCGA-97-8547	4.59	31.05	3.794	25.32	10.02	1.802	0	15.73	0	3.103	0	0	0	0	20.18	0	0
TCGA-97-A4M0	5.138	33.48	0	3.996	2.332	1.979	3.776	0	0	0	0.6522	0	0	0	0	0	7.518
TCGA-97-A4M3	4.084	73.86	12.66	8.202	11.68	0	5.272	1.906	0	0	0	0	0	0	0	2.531	0
TCGA-97-A4M6	4.721	28.4	12.91	1.947	0	0.7901	0	0	0	0	0	0	0	9.765	0	0	0
TCGA-98-8020-b	2.78	17.68	48.68	22.06	8.262	0.9206	0	5.195	17.41	2.281	0	0	0	1.272	0	0	0
TCGA-98-8021	4.274	30.55	16.58	7.211	6.841	4.595	11.04	7.901	0	0	0	0.5366	1.589	0	7.751	0	0
TCGA-98-8022-b	3.218	27.62	39.46	5.423	8.053	2.218	11.94	4.537	0	0	0	0.1418	0.6369	0	3.576	0	0
TCGA-98-8023-a	3.603	24.31	35.36	4.167	0	3.871	11.77	2.832	10.96	0	0.3728	0.6706	1.565	0	0	0	0
TCGA-98-A538	3.566	20.06	28.42	28.46	6.872	2.627	1.858	17.67	0	7.136	0	0.1646	3.506	0	10.85	1.234	0
TCGA-98-A539	4.766	12.58	10.34	3.656	0	2.76	4.503	3.242	0	0	0	0	0	0	13.29	0	0
TCGA-98-A53A	2.948	31.38	46.79	2.531	0	1.302	0.9515	2.355	9.979	12.25	2.471	0	1.926	0	0	0	0
TCGA-A1-A0SD	5.053	23.45	4.774	11.34	1.914	0.608	0	0	0	1.267	0.2274	0	0	0	0	0	2.202
TCGA-A1-A0SE	5.366	17.23	0	9.129	3.292	0.7613	0	0	1.059	0	0	0	0	0	0	0	0
TCGA-A1-A0SF	4.998	9.993	3.699	10.95	5.89	2.698	0	11.33	0	4.064	0	0	0	7.069	0	0	16.62
TCGA-A1-A0SG	5.419	11.78	0	1.985	1.526	0	0	2.27	1.79	0	0.1993	0	0	0	0	0	0
TCGA-A1-A0SH	4.596	8.058	18.04	0	0	0	0.9423	1.156	0	0	0	0	0	6.751	0	0	0
TCGA-A1-A0SI	5.484	7.988	0	1.586	0.3597	2.388	3.625	0	0	0	0	0	0	0	0	0	0
TCGA-A1-A0SJ	4.415	58	0	45.96	26.81	3.475	1.415	4.5	42.88	21.99	0	0.7675	11.11	0	0	0	0
TCGA-A1-A0SK	2.209	35.92	55.98	18.89	11.55	0.9747	21.55	9.621	0	6.66	0.4537	0	1.503	0	3.214	0	0
TCGA-A1-A0SM	5.257	17.88	0	2.783	5.576	0	1.886	8.714	0	2.973	0	0	3.28	9.226	0	4.028	0
TCGA-A1-A0SN	3.61	13.75	28.94	23.3	18.95	3.791	11.72	0	29.56	4.324	4.634	0	34.64	0	0	0	0
TCGA-A1-A0SO	0	101.6	54.42	57.24	52.55	0	30.01	11.11	0	0	0	0	0	0	76.56	13.52	0
TCGA-A1-A0SP	2.477	34.71	49.8	13.28	15.55	1.32	43.63	2.046	0	0	3.367	0	0	0	0	0	0
TCGA-A2-A04P	0.4334	26.09	77.16	99.88	27.58	0	0	26.09	0	1.975	0	0	1.187	0	21.18	12.19	0
TCGA-A2-A04R	4.239	14.19	23.84	0	0	0	0	0	0	0	0	0.09286	0	0	0	0	0
TCGA-A2-A04T	0	21.33	94.31	61.26	16.79	0	0	6.836	0	0	0	0	0	0	10.63	7.48	0
TCGA-A2-A04V	5.269	29.22	0	6.607	5.241	0	0	0	4.75	4.368	1.57	0	0	0	0	0	0
TCGA-A2-A04X	4.98	33.36	0	17.99	13.74	0	0	13.71	2.043	6.36	0	1.087	8.396	1.808	0	0	0
TCGA-A2-A0CK	5.249	15.07	2.218	22.08	0.263	6.672	0	0	0	0	0	0	5.032	0	0	0	6.205
TCGA-A2-A0CO	5.502	7.953	0	0.7547	0	3.939	6.537	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A0CT	4.204	3.821	18.52	16.89	7.283	4.678	5.523	37.7	0	14.31	0	0	0	0	8.727	0	0
TCGA-A2-A0CU	4.525	35.92	10.44	10.57	2.078	4.495	0.9504	2.661	0	0	0	0	0.5665	0	12.26	3.566	0
TCGA-A2-A0CW	3.935	40.54	9.61	65.97	34.01	1.778	0	18.39	49.5	16.89	0	1.32	15.69	1.319	0	0	0
TCGA-A2-A0D0	0.4746	68.85	73.66	52.2	33.5	0	7.21	22.46	0	25.36	0	0	3.263	0	0	0	14.81
TCGA-A2-A0D1	4.147	0	16.9	43.12	13.49	0.5338	0	10.02	12.94	18.61	0	0.3848	11.79	8.649	0	2.469	0
TCGA-A2-A0D2	1.396	90.93	66.97	0	5.817	0.2986	1.455	0	0	10.76	0	0	0	0	0	1.95	0
TCGA-A2-A0D3	5.339	0	2.251	0	2.164	0	9.199	0	1.538	0	0	0	0	20.56	0	0	3.636
TCGA-A2-A0D4	4.366	10.09	15.98	39.07	8.337	3.943	0	15.43	0	4.152	0	0	0	0	0	0	0
TCGA-A2-A0EO	5.524	3.017	0	18.93	0	6.776	0	1.124	0	0	0	0	0	0	0	0	0
TCGA-A2-A0EP	5.341	0	0	0	4.755	0	9.483	0	2.026	2.741	0	0	0	3.016	3.481	0	0
TCGA-A2-A0ER	5.273	0	0	35.99	4.789	5.935	0	1.996	0	0	0	0.6706	6.924	0.7762	0	0	8.415
TCGA-A2-A0ET	4.999	7.54	8.616	10.53	0.7471	4.332	5.437	0	2.667	0	0.5344	0	0	5.215	3.377	0	0
TCGA-A2-A0EU	5.41	3.959	0	11.81	0.9191	6.519	2.007	8.9	1.636	0	0	0.3473	0	0	5.166	0	0
TCGA-A2-A0EV	4.626	24.25	15.27	6.824	0	5.39	3.236	2.831	0	0	0	0	0	0	0	0	0
TCGA-A2-A0EX	5.119	23.94	0	0	8.153	0	0	16.2	4.431	8.163	0	0	1.02	5.158	0	0	6.333
TCGA-A2-A0EY	3.143	57.23	27.47	8.802	15.94	0.7862	0	23.7	6.293	6.251	1.859	0	7.647	0	0	0	39.82
TCGA-A2-A0SV	4.791	13.94	9.596	9.022	0.8336	3.186	0	3.121	7.282	2.236	0	0	0.6861	0	7.864	0	0
TCGA-A2-A0SX	3.782	28.07	28.42	20.57	5.831	2.78	13.34	0	5.578	0	1.702	0	0	0	0	0	0
TCGA-A2-A0SY	5.412	11.61	0	0	1.905	0	0	0	2.717	3.958	0	0	0	0	0	0	0
TCGA-A2-A0T0	1.948	35.5	67.85	0	0	0	0	0.896	0	0	0	0.2356	0	0	0	0	0
TCGA-A2-A0T2	3.269	19.13	34.32	0	19.48	0	29.06	0	12.71	0	4.695	0	0	18.21	0	0	0
TCGA-A2-A0T3	3.569	31.17	25.4	26.58	18.2	1.303	12.89	25.51	0	0	0.5356	0.4234	1.278	0	0	5.612	0
TCGA-A2-A0T4	5.377	15.09	0	4.781	3.225	0.2641	1.636	0	18.27	1.512	0.6147	0	0	0	0	0	0
TCGA-A2-A0T5	5.34	0	0	1.113	3.208	0	7.745	0	2.132	2.668	0	0	0	21.06	7.723	0	0
TCGA-A2-A0T7	4.279	33.01	16.75	4.118	3.121	4.599	11.75	1.582	0	0	0	0	0	0	8.461	1.028	0
TCGA-A2-A0YC	5.262	0	0	0	0.5348	0	1.067	0	0	8.148	0	0	0	9.506	9.062	0	9.737
TCGA-A2-A0YE	3.704	23.64	21.99	27.93	12.68	3.858	5.176	33.09	0	13.53	0	0.1626	1.933	0	8.227	0	13.49
TCGA-A2-A0YF	5.323	24.6	0	6.244	2.975	0	0.8935	1.352	0	0	0	0	0	0	0	0	0
TCGA-A2-A0YG	3.245	66.31	29.14	30.49	18.64	3.461	0	19.86	0	2.334	1.47	0	13.18	0	0	0	0
TCGA-A2-A0YJ	2.341	36.29	48.31	30.09	27.92	1.245	0	29.81	5.038	0	0	0.5126	22.79	0	0	0	0
TCGA-A2-A0YM	3.161	35.77	32.43	36.7	21.42	1.738	0	15.31	20.45	0	0	1.089	9.267	0	0	0	0
TCGA-A2-A0YT	3.921	32.14	15.16	39.08	21.68	3.818	0	30.49	20.69	16.76	0	0	14.16	0	0	5.289	0
TCGA-A2-A1FV	4.454	44.32	13.04	12.56	3.266	0	1.665	0	6.066	0	0	0.7207	0	13.96	0	0	6.921
TCGA-A2-A1FW	3.773	70.76	11.86	34.9	27.91	0.8077	0	0	101	20.3	1.697	1.066	5.198	0	0	0	0
TCGA-A2-A1FX	5.174	16.92	0	10.18	5.644	6.147	12.2	13.23	0	1.661	0	0	0	0	4.153	1.431	3.307
TCGA-A2-A1G4	5.307	15.19	0	5.879	6.094	0	0	2.386	8.328	0	0	0.4372	0	0	0	0	0
TCGA-A2-A259	5.5	3.231	0	7.998	0.3538	0	0	1.227	0	0	0	0.0973	0.1224	0	0	0	0
TCGA-A2-A25B	1.615	62.8	63.88	16	20.16	0.9518	4.584	12.51	11.73	0	0	0.1844	21.16	0	0	0	0
TCGA-A2-A25C	4.988	16.04	4.907	15.89	1.127	0.5853	0	0	0	0	0	0.3379	0	0	4.564	1.899	5.02
TCGA-A2-A25D	4.106	17.71	26.94	0	0	1.209	0	2.399	0	0	0	0	0	0	0	0	0
TCGA-A2-A25E	3.507	21.89	37.13	0	0	0	0	1.416	0	0	0	0	0	0	0	0	0
TCGA-A2-A3KC	5.456	7.449	0	3.05	2.758	0	0	0	11.49	0	0	0.07587	0.3675	0	0	0	0
TCGA-A2-A3XS	3.474	17.87	34.07	20.15	9.599	4.28	13.75	15.32	0	0	0.4738	0	9.531	0	0	0	0
TCGA-A2-A3XU	4.889	15.72	8.381	1.621	1.724	0.7741	6.524	0	0	0	0.9966	0.3834	3	0	0	0	12.15
TCGA-A2-A3XX	4.126	5.842	21.46	7.593	11.07	0	16.5	0	25.43	13.21	0	0	9.155	11.2	0	0	0
TCGA-A2-A3Y0	2.352	13.99	57.37	35.41	5.18	1.361	6.76	0	9.829	0	1.771	0	0	0	0	0.9879	13.12
TCGA-A2-A4RW	3.827	15.43	29.83	25.62	2.331	0	0	1.265	0	0	0	0	0	0	0	0.8468	0
TCGA-A2-A4S1	3.998	26.93	26.71	16.47	0	3.699	3.165	2.055	0	4.014	0	0	0	0	0	0	0
TCGA-A2-A4S2	5.355	10.18	0	0	1.14	0	2.639	0	0	0.6577	0	0	0	9.647	3.309	0	4.769
TCGA-A2-A4S3	2.924	57.82	41.2	12.81	4.72	2.129	0	10.53	0	0	0	0	0	0	5.61	0.916	0
TCGA-A3-3306	5.335	21.06	0	0	0	0.601	4.481	0	1.034	0.7566	0.9877	0	0	1.73	0	0	0
TCGA-A3-3308-a	5.125	12.03	6.703	0	0	0	3.147	0	0	2.33	0	0	0	13.15	0	0	0
TCGA-A3-3313-a	5.386	18.99	0	0	3.465	0	1.871	0	21.87	11.71	2.047	0	4.716	12.53	0	0	0
TCGA-A3-3317-b	5.474	10.89	0	4.143	0	0.901	0.659	0	0.9043	0	1.119	0.4956	0	2.352	0	0	0
TCGA-A3-3319-a	5.493	9.608	0	3.265	0	3.146	2.543	0	0	0	0	0	0	2.233	0	0	0
TCGA-A3-3325	5.473	9.485	0	0	0.3898	7.776	18.39	0	0	0	0	0.1431	0	0	0	0	0
TCGA-A3-3336	5.354	9.071	1.802	2.234	0	0.5112	0	0	0	0	0	0	0	5.89	2.31	0	0
TCGA-A3-3347-b	5.524	7.43	0	0	0	2.831	3.849	0	0	0	0	0	0	0	0	0	0
TCGA-A3-3351-a	5.557	4.16	0	1.225	0	0	0	0	1.375	0	1.17	0.2819	0	10.57	0	0	0
TCGA-A3-3358	5.567	1.258	0	0	0	0.2232	3.043	0	0	0	0	0	0	8.931	0	0	0
TCGA-A3-3363	5.346	19.45	0	6.025	6.113	0	0.8825	0	0	0	0	0	0	0	0	0	0
TCGA-A3-3372-b	5.546	2.909	0	12.44	0	5.192	0	0.4431	0	0	0	0.1851	0	1.239	0	0	0
TCGA-A3-3380	5.489	10	0	13.31	0	6.204	0	0	1.419	0	0	0	0	2.979	0	0	0
TCGA-A3-3382-b	5.496	2.34	0	9.371	0	4.967	0	4.53	0.9804	0	0.2026	0	0	5.911	0	4.467	0
TCGA-A3-3383-a	5.529	0	0	19.49	0.3238	5.549	0	0	0	0	0	0	0	4.66	0	0	0
TCGA-A3-3387	5.419	7.695	0	0	0.4021	4.106	10.66	0	0	0	0	0	0	6.275	3.445	0	0
TCGA-A3-A6NI	5.345	1.263	1.362	0	0	0	3.369	0	0	0.5968	0	0	0	7.534	6.542	0	0
TCGA-A3-A6NJ-b	4.934	0	9.238	0	3.59	0	16.26	0	3.292	1.878	1.269	0	0	0	0	0	0
TCGA-A4-7287	5.391	14.18	0	0	0.3054	3.989	7.536	2.386	1.887	0	0	0.07712	0	4.933	4.351	0	0
TCGA-A4-7996	5.454	0	0	0	0.7383	0	5.169	0	0	0	0	0	0	0.6018	5.352	0	0
TCGA-A4-7997	5.064	14.69	3.694	0	0	0	3.116	0	0	0	0	0	0	0	11.88	0	0
TCGA-A4-8098	5.398	18.21	0	0	0	0.9456	0.7453	0	0	0	0	0	0	2.109	0	0	0
TCGA-A4-8310	5.454	1.272	0	0	0.8224	0.4103	7	0	0	0	0	0.09158	0	0	4.565	0	0
TCGA-A4-8516	5.472	4.862	0	0	1.084	1.071	3.812	0	0.7288	0	0	0	0	0	2.096	0	0
TCGA-A4-A4ZT-a	5.567	2.375	0	0	0	7.316	14.96	0	0	0	0	0	0	0	0	0	0
TCGA-A4-A57E-a	4.863	0	9.664	18.36	0	3.093	3.433	0	0	0	0	0	1.064	7	0	0	21.01
TCGA-A4-A5DU	5.594	0	0	11.53	0	6.555	0	4.096	0	0	0	0	0.177	2.302	0	0	0
TCGA-A4-A5Y0	5.438	4.398	0	7.978	2.736	0	0	8.7	0	9.522	0	0	0	0	0	0	0
TCGA-A4-A5Y1	4.826	0	9.944	17.83	0.5362	5.293	0	23.4	0	6.418	0	0	0	0	2.698	0	7.425
TCGA-A5-A0G2	4.779	16.09	13.57	0	0	3.02	7.281	0	0	0	0	0	0	0	0	0	0
TCGA-A5-A0G3	2.349	39.12	33.48	12.86	20.49	1.144	0	52.21	0	8.123	0	0.187	9.365	0	0	54.11	32.42
TCGA-A5-A0G5	1.094	147.4	47.41	27.34	31.48	0	0	11.02	0	45.72	0	0	4.749	0	0	0	41.86
TCGA-A5-A0GE	5.593	0	0	17.87	0	7.224	0	1.566	0	0	0	0	0	0	0	0	0
TCGA-A5-A0GJ	2.402	43.4	56.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A5-A0GN	5.455	4.343	0	1.065	0	0.5556	0.8781	0.6615	0	0	0	0	0	8.412	3.934	0	0
TCGA-A5-A0GR	3.896	19.99	29.59	0	0	0.8186	1.62	1.634	0	6.748	0.4659	0	0	0	0	0	0
TCGA-A5-A0R6	2.676	12.72	51.68	44.83	0.656	1.848	0	5.077	0	24.17	0	0	0	0	0	0	0
TCGA-A5-A0R7	5.385	8.701	0	0	0	4.5	8.275	0	0	0	0	0	0	0	7.321	0	0
TCGA-A5-A0RA	2.701	32.96	46.1	1.537	13.64	0	15.17	0	0	0	0	0.1302	0	0	9.876	0	0
TCGA-A5-A0VQ	5.278	0	0	0	0.5491	0	2.702	0	0	1.309	1.034	0	0	0	14.72	0	0
TCGA-A5-A1OG	2.749	46.54	43.58	43.58	10.97	2.491	0	15.79	0	5.529	0	0	0	0	0	2.431	0
TCGA-A5-A2K2	2.374	34.16	46.09	59.15	18.46	0.7854	2.111	14.49	17.03	22.75	0	0	0	0	0	0	13.34
TCGA-A5-A2K4	3.442	21.63	35.35	21.94	5.044	1.433	0	15.7	11.45	13.91	0	0	0	1.796	0	0	0
TCGA-A5-A3LP	3.263	33.87	30.1	29.44	14.64	1.925	0	22.3	0	0	0	0	0	0	0	3.598	28.09
TCGA-A5-A7WK	1.499	5.418	57.41	181.3	16.01	0	0	17.87	0	76.32	0	0	2.869	0	0	0	0
TCGA-A6-2670	4.847	17.14	9.324	14.39	2.25	4.774	3.969	1.504	4.997	0	1.43	0	0	0	0	1.41	0
TCGA-A6-2671-a	4.104	0	24.86	17.1	3.815	0	3.221	9.256	3.322	15.1	0	0	0	10.09	0	0	3.325
TCGA-A6-2675-b	4.553	27.87	10.64	21.8	7.652	2.261	0	6.269	0	0	0	0	0	8.087	0	0	14.2
TCGA-A6-2676-d	4.71	0	15.1	29.57	0	5.901	7.759	0	0	3.101	0.3328	0.3648	0	0	0	0	0
TCGA-A6-2677-j	4.667	26.27	8.743	18.98	8.276	0	7.184	0	0	0	1.657	1.384	0	15.07	0	0	12.33
TCGA-A6-2678-b	4.302	29.41	21.52	0	0	0.8154	3.644	2.404	1.188	0	0.4376	0.4136	0	12.84	0	0	0
TCGA-A6-2679-c	4.635	14.1	16.84	8.767	0	3.583	0	1.352	0	0	0	0	0	4.172	0	0	0
TCGA-A6-2680-c	5.533	8.43	0	2.951	0	4.38	0	1.257	0	0	0	0	0	5.678	0	0	0
TCGA-A6-2681-a	4.361	0	22.1	30.13	0	4.894	0.7639	0.8021	2.818	0	0.9327	0	0	0	0	0	3.758
TCGA-A6-2682-d	5.475	4.221	0	0	0.2767	3.151	7.266	0.5541	1.374	0	0.3828	0	0	0	2.132	0	0
TCGA-A6-2683-d	4.795	20.01	11.9	18.55	1.044	5.909	6.978	0	8.404	0	4.059	0	0	0	0	0	0
TCGA-A6-2686-c	3.469	15.79	39.17	16.01	0	2.277	0	0.8672	4.41	1.276	0	0.1033	0	0	0	0	0
TCGA-A6-3807-b	3.19	31.94	33.33	10.77	11.6	3.427	17.89	3.277	0	0	0	0.6376	0	0	0	0.6323	35.16
TCGA-A6-3810-g	4.381	9.352	21.14	7.408	0.6102	6.114	9.299	5.311	8.919	4.926	0	0	0	0	0	0	0
TCGA-A6-4105	4.737	18.99	12.92	8.246	1.095	5.335	10.27	0	4.096	0	2.745	0	0	0	0	0	0
TCGA-A6-4107-d	5.154	6.442	2.923	3.431	2.493	6.707	12.64	1.528	0	0	0	0	0	0	6.45	2.606	3.065
TCGA-A6-5656-a	4.549	31	14.26	12.4	3.847	0	2.534	0	2.021	0	0	0.8393	0	12.37	0	0	0
TCGA-A6-5659-b	4.917	8.193	11.05	11.51	0	4.424	0	6.683	0	1.661	0	0.5492	0.5253	5.657	0	0	0
TCGA-A6-5660-b	4.717	9.842	11.56	18.7	7.646	1.912	0	9.223	5.128	0	0	0	0	8.805	0	0	2.969
TCGA-A6-5661-a	4.918	0	11.48	27.79	0	3.359	0	0	0	3.224	0	0	0	7.955	0	0	0
TCGA-A6-5662-b	2.874	0	49.5	0	4.772	0	23.12	0	8.4	6.792	0	0	0	16.82	0	4.964	0
TCGA-A6-5666-b	4.936	0	5.412	15.09	0	4.43	1.377	10.67	0	0	0	0	0	3.681	6.875	10.28	12.26
TCGA-A6-5667-b	4.602	1.673	14.97	15.97	0	3.721	1.94	1.912	1.161	0	0	0.4732	0	0	10.63	0.5403	0
TCGA-A6-6137	3.949	7.075	28.39	1.333	3.987	2.088	25.63	0	1.852	0	0.9236	0	0	0	0	0	0
TCGA-A6-6138	4.703	17.28	13.85	5.955	0	1.162	3.82	0	0	0	1.088	0	0	3.555	0	0	0
TCGA-A6-6140	4.821	0	12.82	30.71	0	4.84	0	3.8	0	0	0	0	0.3289	2.815	0	0	0
TCGA-A6-6648	3.557	29.28	34.44	15.3	2.683	2.384	5.75	0	5.456	0	0.8806	0.1499	0	1.266	0	0	0
TCGA-A6-6650-c	3.584	0	36.68	10.84	5.164	2.291	19.87	0	10.22	0	1.03	0	0	2.06	0	0	0
TCGA-A6-6652	5.11	7.037	6	11.27	1.931	0.8341	2.855	0	4.827	0	2.448	0	0	0	0	0	0
TCGA-A6-6653	5.235	14.4	2.407	1.075	0.4292	0	8.013	0	2.708	0	4.641	0	0	0	0	0	0
TCGA-A6-6780-e	5.205	10.96	3	0	0	0	0.6188	0	0	0.8445	2.004	0	0	0	4.984	0	0
TCGA-A6-6782	4.502	1.812	17.54	21.6	1.824	5.433	1.773	9.285	0	0	0.3469	0	0.9982	0	7.091	0	0
TCGA-A6-A567	4.951	5.545	6.637	33.89	4.703	6.259	4.736	3.145	0	0	0	0.1526	0	0	4.873	0	0
TCGA-A6-A56B	3.152	32.9	41.98	21.13	4.238	3.232	5.663	5.741	6.543	0	0.6968	0	0	0	0	0	0
TCGA-A6-A5ZU	5.284	6.325	2.318	3.229	0	2.974	0	7.264	0	1.744	0	0	0.2509	9.737	0	0	11.91
TCGA-A7-A0CD	5.429	7.6	0	10.2	0	3.841	1.096	1.756	0	0	0	0	0	6.313	0	0	0
TCGA-A7-A0CE-a	2.703	29.33	51	15.47	3.858	1.838	0	2.492	0	0	0	0	0	0	0	5.16	0
TCGA-A7-A0CH-b	5.545	4.34	0	0.7419	0	0	0	0	0	1.798	0	0	0	21.4	0	0	0
TCGA-A7-A0CJ	2.762	101.1	29.25	46.47	21.66	1.567	0	18.19	0	2.394	0	1.348	1.404	0	0	4.789	12.59
TCGA-A7-A0D9-a	5.146	20.29	0	7.72	12.03	0	0	14.4	4.998	2.387	3.361	0	13.85	0	0	0	0
TCGA-A7-A0DA	1.532	45.92	68.55	43.09	15.2	0	0	0	3.678	0	0	0.3819	0	0	0	0	11.03
TCGA-A7-A0DB-a	5.564	0	0	11.81	0	6.668	0	8.614	0	0	0.3511	0.1037	0	1.248	0	0	0
