CX1	CX2	CX3	CX4	CX5	CX6	CX7	CX8	CX9	CX10	CX11	CX12	CX13	CX14	CX15	CX16	CX17
TCGA-QC-A6FX	2.97	57.33	21.06	80.58	36.14	2.482	0	56.47	0	4.427	0	0.9213	4.59	0	0	0	25.88
TCGA-QC-A7B5	5.387	7.752	1.646	12.39	0	6.131	0	0	1.995	0	0.7113	0.2894	0	0	0	0	4.336
TCGA-QC-AA9N	2.597	0	45.46	139.1	11.27	2.537	0	10.04	0	17.23	0	0	6.362	0	0	1.198	0
TCGA-QG-A5YV	5.006	0	9.342	15.52	0	5.793	4.672	5.789	0	0	0	0.1858	0	0	3.398	0.672	0
TCGA-QG-A5YW	5.354	0	2.485	19.88	0	4.816	0	2.599	0	0	0	0	0	6.331	0	0.8387	3.028
TCGA-QG-A5YX	5.354	14.11	0	0	0	1.829	3.437	0	0.9246	0	1.183	0.366	0	0.5873	0	0	3.702
TCGA-QG-A5Z1	4.595	0	13.35	47.86	5.356	5.223	0	9.495	0	0	0	0.1304	1.673	0.8708	4.836	0	0
TCGA-QH-A65S	5.369	10.75	0	3.805	1.048	0.5883	1.376	2.505	0	0	0	0	0	0	0	1.42	3.153
TCGA-QH-A6CV	5.233	5.954	2.918	10.76	0	6.431	0	6.066	3.157	3.096	0.9871	0	7.41	0	2.267	0.5541	4.27
TCGA-QH-A6CW	5.384	3.154	0	0	0	0	1.428	0	0	1.542	0	0	0	7.564	8.418	0	0
TCGA-QH-A6CY	5.572	0	0	17.45	0	5.285	0	0	0	0	0	0	0	3.424	0	0	0
TCGA-QH-A6X5	5.574	0	0	17.05	0	5.8	0	0	0	0	0	0	0	3.671	0	0	0
TCGA-QH-A6X9	4.64	0	15.89	38.04	0	6.001	4.905	0	0	0	0	0.1498	0	0	0	2.242	0
TCGA-QH-A6XC	5.516	6.259	0	1.244	0.197	0.3505	1.937	0	0	2.088	0.2582	0	1.609	0	0	0	0
TCGA-QH-A86X	5.52	0	0	18.92	0.3439	4.345	0	0	0	0	0	0	0	7.813	0	0	0
TCGA-QK-A64Z	4.996	8.173	7.153	6.513	2.55	0	1.583	0	8.727	0	0	0.2396	0.2789	6.444	4.932	0	0
TCGA-QK-A6IF	5.234	9.33	4.84	0	0.2654	0	0	0	0	0	0	0.2837	0	0	0	0	0
TCGA-QK-A6IG	3.412	19.67	38.01	16.94	4.226	3.996	19.96	0	2.427	1.283	1.907	0	0	0	0	0	0
TCGA-QK-A6IH	3.591	0	34.33	28.66	5.942	3.276	11.08	4.142	8.776	4.123	1.779	0	6.41	0	0	0	0
TCGA-QK-A6II	5.189	9.209	3.787	5.919	0	0	0	0	0	0	0.3562	0.286	0	0	4.496	0	0
TCGA-QK-A6IJ	4.962	10.47	5.986	6.664	7.012	6.535	14.88	0.6108	8.412	0	0	0.5497	8.687	0	3.612	0	0
TCGA-QK-A6V9	5.443	7.034	0	0	0	0.7424	0	0	1.042	0	0	0	0	0	1.941	0	3.189
TCGA-QK-A6VB	4.726	8.427	13.37	13.83	1.647	4.325	1.578	4.491	4.573	3.031	0.217	0	0	0	0	1.753	0
TCGA-QK-A8Z7	2.263	0	61.18	33.39	8.361	1.71	17.44	2.668	18.32	0	0.9073	0.1719	0	0	0	0	0
TCGA-QK-A8Z8	4.071	35.92	23.18	2.83	0	0	0	0	5.204	0	0.3284	0.631	2.86	6.788	5.437	0	0
TCGA-QK-A8Z9	2.818	49.09	37.78	25.14	18.91	2.169	4.738	40.1	14.65	32.84	0	0	8.424	0	0	0	0
TCGA-QK-A8ZA	1.885	0	60.82	47.86	19.07	0.8312	7.254	29.96	12.78	25.39	1.14	0	10.64	0	0	0	0
TCGA-QK-A8ZB	3.803	52.19	25.88	4.27	0	0	2.918	0	0	3.915	0	0.2499	0.5609	0.9347	0	0	0
TCGA-QK-AA3J	4.544	12.39	16.68	5.644	0.9674	1.159	0	0	7.576	3.906	0.4412	0	0.2612	0	0	0	0
TCGA-QK-AA3K	4.527	0	19.17	8.21	0	6.127	11.39	7.701	0	0	0.8488	0.3997	1.553	0	0	0	0
TCGA-QL-A97D	3.681	12.16	32.23	14.88	1.703	3.074	5.502	6.991	1.143	4.985	0	0	0	4.262	9.111	0	0
TCGA-QM-A5NM	4.326	14.05	21.92	24.11	0	5.211	1.574	3.225	0	4.839	0	0	0	0	0	0	0
TCGA-QN-A5NN	4.708	0	15.94	8.304	0	5.445	0	18.32	0	1.621	0	0	0.5349	0	0	0	0
TCGA-QQ-A5V9	3.174	48.52	32.2	56.28	19.53	3.666	0	10.28	0	0	0	0	11.47	0	0	0	0
TCGA-QQ-A5VB	2.325	50.64	50.28	32.2	22.8	2.157	15.57	10.46	6.253	0	0	0.354	0	0	0	0	0
TCGA-QQ-A5VC	1.685	65.12	52.65	32.94	37.16	0	38.67	0	16.04	0	0	0	0	0	0	5.183	0
TCGA-QQ-A5VD	5.38	0.5429	0	0	0	3.481	8.764	0	0	0	0	0	0	0	10.45	0	0
TCGA-QQ-A8VB	4.361	25.77	18.88	0	0.422	0	1.938	0	0	0	0	0.26	0	7.086	0	0	7.324
TCGA-QQ-A8VF	4.314	4.445	17.46	25.75	8.358	3.565	14.15	14.85	0	5.658	2.55	0.2788	0.8714	0	0	0	5.659
TCGA-QQ-A8VH	2.081	71.22	46.58	20.38	29.5	0	36.22	0	0	0	0	0	0	0	0	7.6	0
TCGA-QR-A6GU	5.572	0	0	18.33	0	6.215	0	0	0	0	0	0	0	1.699	0	0	0
TCGA-QR-A6GX	5.576	4.155	0	9.446	0	6.382	0	0.9116	0	0	0	0	0	0	0	0	0
TCGA-QR-A6GZ-b	5.481	5.564	0	0	1.821	7.079	20.48	0	0	0	0	0	0	0	0	0	0
TCGA-QR-A6H6	5.535	0	0	22.54	0	6.349	0	0	0	0	0	0.3307	0	0	0	0	0
TCGA-QR-A6ZZ	2.221	34.25	46.37	13.67	7.276	0	17.39	0	0	6.845	1.741	5.406	0	0	0	40.71	0
TCGA-QR-A700	2.185	0	52.39	0	24.99	0	78.27	0	12.18	35.15	0	0	0	14.85	0	2.163	0
TCGA-QR-A702	4.458	26.62	15.62	0	0	0	0	0	0	7.837	0	0	0	0	0	0	0
TCGA-QR-A703	1.12	11.18	49.44	2.41	41.06	0	0	171.7	0	16.82	4.701	9.921	0	0	0	41.95	43.69
TCGA-QR-A706	4.519	0	16.99	6.505	2.888	0	6.012	0	0	2.996	0.5231	1.275	0	2.096	0	4.499	0
TCGA-QR-A708	1.426	45.57	59.11	29.88	16.17	0	31.04	0	0	0	2.012	5.116	0	0	0	37.21	0
TCGA-QR-A70K	4.095	0	25.31	0	4.266	4.918	15.34	28.09	3.321	2.946	1.66	0	2.266	0	0	4.28	0
TCGA-QR-A70M	3.547	14.21	32.42	9.462	0.9481	0	8.806	0	0	0	0	4.588	0	0	0	15.46	0
TCGA-QR-A70N	5.595	0	0	5.138	0	6.564	0	10.95	0	0	0	0	0	2.384	0	0	0
TCGA-QR-A70O	3.004	12.74	39.12	0	8.128	0	26.79	0	0	0	3.409	1.651	0	0	14.31	0	0
TCGA-QR-A70P	5.381	0.6623	0	0	0.4549	0	5.238	0	0	0	0	0	0	0	9.393	0	0
TCGA-QR-A70R	3.554	34.01	32.04	24.28	0	3.925	13.99	0	0	0	0	5.377	0	0	0	13.13	0
TCGA-QR-A70T	3.003	59.86	32.42	0	3.446	0	13.53	0	0	0	0	9.892	0	0	0	18.4	0
TCGA-QR-A70U	3.605	0	22.39	0	1.237	3.839	3.851	29.33	0	0	0	0	0	0	0	60.89	22.83
TCGA-QR-A70V	1.616	64.32	54.06	0	8.233	0	19.47	0	0	0	4.024	7.319	0	0	0	41.36	0
TCGA-QR-A70X	5.086	0	7.939	0	0	0	1.3	1.152	0	5.097	0	0.8103	0	0	0	0.7148	0
TCGA-QR-A7IN	5.491	5.739	0	0	0.7191	0	1.808	0	2.162	1.468	0.4647	0	0	21.07	0	0	0
TCGA-QR-A7IP	5.555	0.4242	0	18.2	0	6.353	0	0	0	0	0	0.0756	0	0.5257	0	0	0
TCGA-QS-A8F1	2.283	38.04	48.26	50.67	28.49	1.5	6.381	26.18	1.761	0	0	0.3134	6.145	0	0	0	0
TCGA-QT-A5XJ	4.27	21.11	21.41	0	0	0	1.736	0	0	0	0	0.3576	0	4.135	0	0	0
TCGA-QT-A5XK	5.382	0	1.495	34.54	0	6.644	0	0	0	0	0	0.1838	0	0	2.143	0	0
TCGA-QT-A5XL	4.943	0	9.293	40.13	1.797	6.02	0	0	3.557	4.779	0	0	0	0	0	0	0
TCGA-QT-A5XM	5.449	0.8374	0	23.24	0	6.87	0	0	0	0	0	0	0	0	0	0	0
TCGA-QT-A5XN	4.909	13.86	9.889	0	0	0	0	0	0	3.317	0	0	0	0	0	0	0
TCGA-QT-A5XO	4.608	14.91	15.39	0	0	0.4771	2.933	0	0	2.518	1.495	0	0	0	0	0	0
TCGA-QT-A5XP	5.384	0	2.491	22.64	0	6.62	0	1.001	0	0	0	0	0	0	0	0	0
TCGA-QT-A69Q	5.55	7.379	0	3.227	0	3.641	2.259	0	0	0	0	0.1449	0	0	0	0	0
TCGA-QU-A6IL	4.162	2.117	19.07	97.7	3.226	4.779	0	0	0	18.85	0	1.679	0.3459	0	0	0	0
TCGA-QU-A6IN	5.233	15.6	1.711	0	0	0	0	0	0	0	0	0.2568	0	0	3.861	0.9146	0
TCGA-QU-A6IO	4.936	16.68	6.775	4.041	0	0	2.785	0	0	0	0	0.1	0	10.23	9.322	0	0
TCGA-R5-A7ZE	1.64	31.57	64.3	43.29	16.34	0	3.909	13.44	8.18	25.3	0	0	7.524	0	0	0	0
TCGA-R5-A7ZR	3.811	6.711	25.43	75.67	8.997	4.586	2.361	5.234	0	17.74	0	0.7825	0	0	0	0	0
TCGA-R5-A805	3.53	76.63	21.91	16.59	17.18	1.232	1.715	19.76	13.34	18.34	0	0.8209	0.9747	0	0	0	0
TCGA-R6-A6DN	2.059	79.52	42.77	34.52	29.37	0.9499	17.84	0	23.58	0	2.73	0	1.111	0	0	14	13.67
TCGA-R6-A6L4	4.444	0	16.77	20.46	1.634	0	2.584	0.8854	4.319	0	3.255	0.5419	0.1269	0	0	0	16.68
TCGA-R6-A6XG	2.91	54.54	39.96	16.51	14.65	0.5637	9.469	3.151	11.58	0	0	1.132	3.805	0	0	0	0
TCGA-R6-A6XQ	4.188	15.94	8.121	12.25	27.16	3.717	6.571	50.1	39.63	35.2	1.47	0	14.57	0	0	23.5	0
TCGA-R6-A6Y2	4.332	26.35	19.92	2.162	0	5.51	19.93	2.435	0	0	0	0.3758	0	0	2.613	0	0
TCGA-R6-A8W8	1.229	33.45	72.51	26.31	22.06	0	19.37	0	19.37	0	2.323	0.8718	5.771	0	0	0	0
TCGA-R6-A8WC	4.269	25.74	19.12	14.73	2.168	1.329	0	0	2.4	0	3.007	0	1.08	4.604	0	4.122	0
TCGA-R6-A8WG	4.753	5.473	9.211	23.97	2.465	1.191	1.702	6.068	0	0	3.302	0	0	10.76	0	0	19.26
TCGA-R8-A6YH	5.461	9.365	0	0	0.3789	0	2.061	0	1.633	0	1.055	0	0	0	0	0	0
TCGA-R8-A73M	5.535	0	0	23.6	0	6.798	0	0	1.38	0	0	0	0	1.353	0	0	0
TCGA-RA-A741	4.119	3.115	23.65	0	7.92	0	18.12	0	14.35	3.938	0.5109	0	0	8.417	0	0	0
TCGA-RC-A6M3	4.788	32.31	0	22.68	9.705	5.116	1.227	16.83	0	1.973	0	0.3592	0	0	0	0	40.77
TCGA-RC-A6M4	4.337	0	21.58	24.99	0	5.952	0	18.24	0	17.4	0	0	0	0	0	0	0
TCGA-RC-A6M6	2.978	73.45	36.25	5.427	6.783	0	3.71	4.071	0	4.78	5.175	0	8.146	0	0	0	0
TCGA-RC-A7S9	5.124	0	6.597	36.45	0	5.656	0	0	0	1.21	0.7927	0.113	2.239	1.008	0	0	0
TCGA-RC-A7SB	4.798	0	10.97	36.44	2.772	3.302	0	0	1.215	0	0.4651	0.5238	0	6.061	0	0	11.32
TCGA-RC-A7SF	5.337	8.553	0	11.6	3.221	0.9734	5.395	5.007	0	0	0	0	0.8425	0	2.816	0	0
TCGA-RC-A7SH	4.765	20.95	10.49	0	0.9303	3.23	8.413	0	1.667	0	0.8814	0.5032	0	0	4.96	0	0
TCGA-RC-A7SK	4.801	24.85	4.663	22.83	9.091	3.894	0	9.372	11.16	0	0	0	1.072	0	0	0	14.18
TCGA-RD-A7BT	2.488	10.94	48.31	53.24	23.69	2.066	16.57	25.57	5.609	0	5.728	0	16.47	0	0	0	0
TCGA-RD-A8N6	2.582	23.32	52.81	23.6	6.792	1.227	10.66	0	23.03	0	1.768	0	0.7473	0	0	0	0
TCGA-RD-A8NB	2.206	11.06	54.39	0	23.8	0	64.72	0	10.11	0	2.662	0	0	0	0	0	0
TCGA-RE-A7BO	3.391	6.857	39.76	12.73	4.21	3.138	18.37	4.078	0	5.667	0	0	0	0	0	0	0
TCGA-RM-A68W	5.498	4.974	0	1.704	0.6149	5.468	11.92	0	0.961	0	0.2788	0	0	3.9	0	0	0
TCGA-RN-AAAQ	3.345	32.02	31.31	34.87	13.59	1.888	0	31.05	0	1.828	0	0	0	0	3.868	0	0
TCGA-RP-A693	5.262	10.53	2.911	0	0	0	1.227	0	0	0	0	0.1309	0	14.67	5.421	0	0
TCGA-RP-A694	5.067	13.44	6.713	0	0	1.126	6.303	0	0	0	0.3337	0.8298	0	0	4.517	0	0
TCGA-RP-A695	4.95	0	10.54	21.65	0	4.541	0	2.029	0	4.581	0.2328	0	0	3.805	0	0.9225	0
TCGA-RP-A6K9	5.263	8.332	4.377	2.072	0	6.481	13.69	0.5331	0	0	0	0	0	0	0	0	0
TCGA-RQ-A68N	4.532	1.417	19.13	23.94	0	5.263	1.763	5.385	0	0	0	0	0	0	0	0	0
TCGA-RQ-A6JB	5.268	10.6	2.342	1.027	0.2942	0	0	0	0	0	0	0	0	0	1.612	0.3911	0
TCGA-RQ-AAAT	3.837	0	30.24	21.73	3.703	0	2.9	3.127	17.46	8.558	0	0.13	0	9.955	0	0	0
TCGA-RR-A6KA	5.061	0	7.384	42.25	0.2308	6.533	0	0	0	0	0	0	1.682	0	0	0	2.492
TCGA-RR-A6KC	5.326	18.83	0	0	0.5876	0.2575	2.223	0	0	0	0.6833	0.1067	1.746	0	2.662	0	0
TCGA-RS-A6TO	4.921	12.24	9.263	7.708	2.316	6.285	7.03	0	12.39	5.309	0.6659	0	9.476	0	0	0	0
TCGA-RS-A6TP	5.25	11.29	2.947	0	2.335	0	0	2.695	0	0	0.7529	0.3119	0	0	0	0	0
TCGA-RT-A6YA	5.536	1.924	0	16.23	0	6.63	0	0	0	0	0	0	0	2.595	0	0	0
TCGA-RT-A6YC	5.211	13.06	4.102	0.9968	0	0.8129	1.408	0	0	6.397	0	0	0	0	0	0	0
TCGA-RU-A8FL	3.209	0	33.21	42.97	16.8	0	16.45	15.29	1.359	9.949	0	0	0	10.19	13.69	0	0
TCGA-RW-A67W	5.331	9.292	1.423	0	0.6619	0	0	0	0	0	0.2518	0.0771	0	0	3.632	0	0
TCGA-RW-A67Y	5.264	9.6	3.709	0	0	0	0	0	0	0	1.461	0	0	0	0	0	0
TCGA-RW-A681	5.05	0	8.901	19.76	0	0.3045	0	0	2.115	1.262	0.3593	0	0	15.89	0	0	0
TCGA-RW-A685	5.568	0	0	18.71	0	6.867	0	0	0	0	0	0	0	0	0	0	0
TCGA-RW-A688	5.306	5.463	3.248	4.263	0	0	0	0	0	1.45	0	0.2264	0	0	0	0	0
TCGA-RW-A689	5.539	1.768	0	0	0	0	3.234	0	0	0	0	0	0	20.59	0	0	0
TCGA-RW-A68A	5.41	4.284	0	0	0	1.459	3.611	0	0	0	0	0	0	0	7.417	0	0
TCGA-RW-A68C	5.607	0	0	0	0	0	0	0	0	0	0	0	0	16.84	0	0	0
TCGA-RW-A68D	4.705	5.846	14.9	0	0	0	0	1.309	0	2.954	1.3	0	0	0	0	0	0
TCGA-RW-A7CZ	5.26	0	0	0	3.391	0	9.19	0	0	0	0	0	0	3.271	13.29	0	0
TCGA-RW-A7D0	4.844	2.771	8.801	0	0	0	0.9933	0	0	0	0	0	0	0	13.84	0	0
TCGA-RW-A8AZ	4.515	26.19	14.36	0	0	0	0	0	0	8.809	0.945	0	0	0	0	0	0
TCGA-RY-A83Z	4.029	11.04	25.73	0	0	0	14.84	0.8978	0	5.072	1.335	0.2904	0	3.633	4.166	0	0
TCGA-S3-A6ZF	3.863	44.52	20.13	29.52	12.56	3.594	0	4.552	8.034	0	0	0.2468	2.854	0	0	0	9.019
TCGA-S3-A6ZG	5.227	7.334	3.059	25.2	2.456	6.313	0	0	0	0	0	0	2.855	0	0	0	0
TCGA-S3-A6ZH	3.528	0	35.27	10.08	6.592	3.486	18.26	5.988	0	0	0	0	6.5	0	6.104	2.867	0
TCGA-S3-AA0Z	4.679	12.38	12.08	27.54	4.626	1.486	0	4.953	2.694	8.359	0	0.3384	0.6103	0	0	0	0
TCGA-S3-AA10	1.899	29.28	68.91	0	0	1.229	14.8	0	0	1.568	1.71	0	0	0	0	0	0
TCGA-S3-AA12	4.892	8.584	8.282	32.04	5.844	5.948	0	0	6.763	0	0	0.9353	13.57	0	0	0	0
TCGA-S3-AA14	4.95	43.46	0	7.103	6.233	0	0	8.478	0	0	0	0	0	0	0	2.387	0
TCGA-S4-A8RM	5.483	0	0	17.04	0	5.065	0	1.864	0	0	0	0	0	5.273	0	0	4.174
TCGA-S4-A8RO	4.919	48.3	0	18.85	10.64	1.291	0	13.41	0	0	0	0.5136	1.899	5.054	0	0	0
TCGA-S4-A8RP	5.083	22.03	2.172	7.842	0.8113	5.957	7.442	0	0	0	0	0	0	0	14.03	0	0
TCGA-S5-AA26	4.569	16.62	15.95	0	0	0	5.411	0	1.552	4.021	1.647	0	2.21	1.51	0	0	0
TCGA-S6-A8JW	5.494	9.841	0	5.943	0	3.917	0	2.355	0	0	0	0.1325	0.2574	8.714	0	0	0
TCGA-S6-A8JX	5.002	2.567	8.564	8.38	0	4.399	0	5.443	0	0	0	0.1057	1.172	0	7.216	0	0
TCGA-S6-A8JY	4.359	10.95	18.26	6.925	1.851	2.325	0	4.801	1.968	0	0	0	2.03	1.487	7.923	0	4.281
TCGA-S7-A7WM	5.198	7.706	5.234	0	0	0	2.075	0	0	0	0.2285	0.5416	0	0	0	0	0
TCGA-S7-A7WN	5.511	5.618	0	0	0	0	0	0	0	3.036	0	0	0	14.28	0	0	0
TCGA-S7-A7WP	5.566	0	0	14.8	0	3.889	0	0	0	0	0	0	0	6.577	0	0	0
TCGA-S7-A7WQ	5.582	0	0	2.717	0	6.064	0	14.78	0	0	0	0	0	4.554	0	0	0
TCGA-S7-A7X1	5.582	0.934	0	0	0	0	0.8922	0	0	0	0	0	0	13.66	0	0	0
TCGA-S8-A6BV	3.012	41.16	39.96	19.18	11.25	2.426	4.637	5.948	3.429	0	0	0	6.253	0	0	0.7139	0
TCGA-S8-A6BW	3.665	9.275	31.72	31.73	7.598	1.772	0	0	11.15	0	0	0.35	2.616	0	0	3.551	0
TCGA-S9-A6TS	4.528	0	20.03	11.43	0	5.693	13	0	0	0	0	0	0	0	0	0	0
TCGA-S9-A6TU	5.358	0	0	0	3.435	0	8.681	0	0	0	0	0	0	0	5.449	0	0
TCGA-S9-A6TV	4.918	0	9.406	30.28	1.293	4.707	0	0	0	0	0	0.3916	0.1476	2.903	3.534	0	0
TCGA-S9-A6TW	5.546	3.168	0	0	0	0	0	0	0	0.619	0	0	0	11.01	0	0	0
TCGA-S9-A6TY	5.544	0	0	20.03	0	5.294	0	1.001	0	0	0	0.4243	0	3.742	0	0	0
TCGA-S9-A6U0	5.356	10.59	0	0	2.305	0.2638	0	2.958	0	0	1.617	0.4772	13.46	0	2.717	0	0
TCGA-S9-A6U5	5.554	0	0	19.85	0	5.749	0	0	0	0	0	0.2033	0	2.56	0	0	0
TCGA-S9-A6U6	5.266	3.668	0	0	0	0	7.406	0	0	1.328	0	0	0	11.36	15.44	0	0
TCGA-S9-A6UA	4.731	0	6.723	0	3.631	0	10.41	0.9551	0	0	0	0	0	4.456	25.61	0	0
TCGA-S9-A6UB	5.358	0	0	0	0	0	0.8329	0.7788	0	0.9032	0	0.541	0	0	5.126	3.293	0
TCGA-S9-A6WG	5.319	6.392	0	2	1.599	0	5.16	0	0	0	0	0	0	12.9	9.907	0	0
TCGA-S9-A6WH	5.547	2.222	0	0	0	0	0.5189	0	0.9401	0	0	0	0	11.17	0	0	0
TCGA-S9-A6WM	5.367	5.511	0	12.79	3.959	6.492	0.6391	15.18	3.88	0.7918	0	0	1.792	0	0	2.991	0
TCGA-S9-A6WO	5.405	5.19	0	0	0	0	6.417	0	0	0	0.3982	0.519	0	17.61	5.184	0.9065	0
TCGA-S9-A7IS	3.831	0.7296	29.17	35.11	2.633	0.8122	0	0	0	0	0	0	6.876	8.097	4.698	0	3.601
TCGA-S9-A7IX	4.641	13.54	10.18	0	0	0	0	0	1.531	7.48	0	0	2.071	20.3	19.87	0	0
TCGA-S9-A7IZ	4.531	3.994	18.68	22.59	0	1.282	0	1.39	0	0	0	0	0	11.12	0	0	0
TCGA-S9-A7J0	4.173	2.522	23.39	24.57	0.6753	4.071	0	5.697	0	0	0	0.1708	0.6904	0	0	2.136	7.757
TCGA-S9-A7J1	5.102	0	7.567	19.24	0.48	0	0	0	0	0	0	0	0	16.92	0	0	2.545
TCGA-S9-A7QX	5.086	0	6.378	35.31	0	6.182	0	0	0	0	0	0	0	0	2.702	1.181	3.113
TCGA-S9-A7R1	5.518	0	0	18.63	0.763	5.917	0.9775	0	0	0	0	0	0	1.217	0	0	0
TCGA-S9-A7R2	3.464	0	33.9	0	6.974	0	26.44	0	6.929	0	1.178	0.2288	4.291	1.523	13.92	0	0
TCGA-S9-A7R7	5.359	14.06	0	0	0	0.7336	1.35	0	0	0	0	0	0	0	4.224	0	0
TCGA-S9-A7R8	1.024	85.86	47.11	0	70.47	0	121.5	0	0	5.143	2.84	0	0	0	0	0	0
TCGA-S9-A89V	5.077	4.641	4.724	0	0	1.921	7.968	0	0	0	0	0	0	5.395	12.35	0	0
TCGA-S9-A89Z	4.439	0	18.75	32.56	3.371	5.69	3.593	6.529	0	0	0	0.4162	2.659	0	0	0	0
TCGA-SB-A76C	4.877	16.05	9.137	3.366	0	3.197	0	0	0	0	0	0	0	0	0	0	16.43
TCGA-SC-A6LM	3.378	30.93	32.92	0	3.838	0	0	20.33	0	0	1.361	4.63	9.271	0	3.904	4.24	0
TCGA-SC-A6LP	5.519	0.6785	0	4.948	0.8039	7.284	16.89	0.6823	0	0	0.3248	0	0	0	0	0	0
TCGA-SC-A6LQ	5.334	21.9	0	0	0	0.4862	2.336	0	0	0	0	0	0	15.4	4.805	0	0
TCGA-SG-A6Z4	2.555	15.69	51.98	14.71	9.956	2.211	14.12	0	0	0	0	0.289	0	0	0	0	16.37
TCGA-SG-A6Z7	2.898	53.04	30.05	53.16	26.99	1.133	23.25	0	86.37	13.07	15.54	0	27.14	0	0	0	0
TCGA-SH-A7BD	4.894	23.02	8.942	0	0	0	0.94	0	0	0	0	1.177	0	0	0	0	0
TCGA-SH-A7BH	5.516	0.5325	0	13.25	0	3.353	0	0	1.322	0	0.2053	0	0	1.953	0	0.522	0
TCGA-SH-A9CT	4.054	44.97	21.53	0	0	0.3694	0	1.201	0	2.346	0	2.183	0	0	0	0	0
TCGA-SH-A9CU	4.381	1.354	19.57	45.01	0.3334	5.007	1.596	0	0	7.854	0	0.6049	0	0	0	0	2.92
TCGA-SI-A71O-b	0.6423	99.94	66.74	38.41	39.57	0	42.25	15.55	0	0	0	0	0	0	5.835	6.977	0
TCGA-SI-A71P	4.256	5.677	23.5	0	0	4.535	16.68	1.408	3.065	0	0	0.1146	0	0	5.823	0	0
TCGA-SI-A71Q	1.628	141.8	45.64	27.34	25.7	0.8563	15.11	0	0	13.23	0	0	0.9872	0	0	3.828	13.75
TCGA-SI-AA8B	3.408	79.19	18.85	49.98	17.58	2.904	4.996	9.764	0	0	0	0	0	0	14.74	4.782	0
TCGA-SI-AA8C	3.84	12.7	22.99	46.39	15.94	1.526	7.629	22.22	0	12.48	0.7458	0	0	7.618	0	0.8938	0
TCGA-SL-A6J9	3.015	33.07	43.28	45.71	3.839	2.526	3.046	0	2.06	12.08	0	0	0	0	0	0	0
TCGA-SN-A6IS	4.899	7.546	8.56	13.06	1.467	2.809	1.486	0	2.7	0	0	0.436	0	5.69	9.08	0	0
TCGA-SN-A84W	5.029	10.69	8.531	0	0	3.318	2.708	3.065	0	0	0	0.1804	0	0	0	0	0
TCGA-SN-A84X	4.471	0	15.96	43.86	2.275	5.462	0	12.55	0	0	0	0.1573	1.502	0	3.075	0	7.82
TCGA-SN-A84Y	4.524	2.67	15.47	0.8827	0	2.334	10.26	2.369	0	2.194	0	0.08538	0.109	0	14.53	0	0
TCGA-SO-A8JP	3.158	4.53	45.4	17.23	2.89	3.405	3.703	15.44	5.884	0	0.3902	0.2375	0	0	2.893	0	0
TCGA-SP-A6QD	5.503	6.14	0	0	0	0	0	0	0	0	0	0	0	9.169	0	0	0
TCGA-SP-A6QF	5.273	12.39	3.679	0	0	4.655	12.25	0	0	0.7169	0	0.3385	0	4.515	0	0	0
TCGA-SP-A6QH	3.786	4.66	27.99	0	1.733	0	11.98	0	0	3.382	0	2.633	0	0	0	18.96	0
TCGA-SP-A6QI	5.227	10.48	4.26	0	0	0	1.059	0	0	1.862	0.8314	0	0	1.958	0	0	0
TCGA-SP-A6QJ	4.813	0	9.339	0	4.375	0	13.69	0	4.881	1.718	0.3421	0	0	11.03	7.978	0	0
TCGA-SP-A6QK	5.562	0	0	18.61	0	6.598	0	0	0	0	0	0	0	0	0	0	0
TCGA-SQ-A6I6	5.359	0	0	0	0	0	5.93	0	0	0	0	0	0	1.114	11.6	0	0
TCGA-SR-A6MP	5.069	55.84	0	2.791	3.928	0.9187	6.62	0	0	0	0	0.7746	0	0	0	0	0
TCGA-SR-A6MR	3.33	19.22	31.81	14.7	0	0	3.536	0	0	0	0	6.103	0	0	0	26.51	0
TCGA-SR-A6MU	5.553	0	0	17.18	0	4.618	0	0	0	0	0	0	0	5.515	0	0	0
TCGA-SR-A6MV	5.357	12.94	0	0	0.4695	0.5818	5.327	0	0	0	0	0.5037	0	8.373	0	4.318	0
TCGA-SR-A6MX-c	4.932	17.64	8.83	0	0	0.5003	0	0	0	0	0	0	0	0.7788	0	0	0
TCGA-SR-A6MZ	5.42	1.163	0	4.408	0	6.497	15.74	0	0	0	0	0.1147	0	0	4.892	0	3.898
TCGA-SS-A7HO	3.801	0	32.56	38.26	0	0	1.746	7.147	0	6.12	0	1.669	0	13.11	0	0	0
TCGA-SX-A71R	5.47	4.658	0	0	1.922	0	3.488	0	1.159	0	0.3472	0	0	0.637	0	0	2.049
TCGA-SX-A7SL	5.212	7.282	0	0	1.136	0	3.353	0	0	1.391	0	0	0	0.6666	15.51	0	0
TCGA-SX-A7SS	5.457	10.3	0	0	0.1699	0.3077	0	0	1.061	0	0	0	0	2.983	0	0.455	0
TCGA-T1-A6J8	5.142	5.646	4.956	27.63	3.813	5.111	0	0	1.673	0	0.2556	0.2559	0	0	0	0	0
TCGA-T2-A6WX	5.541	0	0	0	0	0	1.083	0.9046	0	2.387	0	0	0	17.9	0	0	0
TCGA-T2-A6WZ	2.552	26.29	42.16	48.05	15.09	1.388	13.78	23.59	0	5.046	4.089	0	0	0	0	0.7081	33.01
TCGA-T2-A6X0	3.681	0	33.27	44.9	1.492	3.948	2.145	1.445	0	0	0	0	0.5605	0	7.675	0	0
