# Table S3, related to Figure 1. Details of the 2717 cancer genomes analyzed in this study.
Sample_ID	Tumor_Type	SampleType	No_TD	TDP_score	TDP_status	TDP_group	TP53_status	BRCA1_status	BRCA2_status	CDK12_status	CCNE1_pathway_status	Study_Name	PUBMED_ID	WGS_source	CNV_explorayory_analysis	SNV_explorayory_analysis
PD13416a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD13426a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13427a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD13618a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13619a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13629a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13755a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13756a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD13761a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD13768a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD14432a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD14439a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD14442a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	mt/meth	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD14458a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD14468a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD17991a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD18116a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD18269a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD18749a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD18756a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD18768a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD22036a	TNBC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD24193a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	mt	NA	NA	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD24204a	TNBC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD4072a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD4076a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD4266a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD4267a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD4972a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD4981a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD4982a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD4983a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD4985a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD4986a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD6016a2	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD6041a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD7210a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD7214a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD7218a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD8618a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD8620a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD8623a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD8828a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD9570a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD9578a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD9581a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD9597a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD9606a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD9842a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	WT	WT	WT	WT	Non-affected	NikZainal_2016	27135926	COSMIC_v78	0	1
PD9843a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
PD9844a	NTNBC	Primary solid tumor	0	-2	0	Non TDP	NA	WT	WT	NA	NA	NikZainal_2016	27135926	COSMIC_v78	0	0
MB-182	MB	Primary solid tumor	2	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Northcott_2012	22832581	COSMIC_v78	0	0
MB-506	MB	Primary solid tumor	5	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Northcott_2012	22832581	COSMIC_v78	0	0
MB-586	MB	Primary solid tumor	3	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Northcott_2012	22832581	COSMIC_v78	0	0
MB-591	MB	Primary solid tumor	13	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Northcott_2012	22832581	COSMIC_v78	0	0
AOCS-170-1-8	OV	Primary solid tumor	450	0.51	1	TDP group 2/3mix	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-128-1-0	OV	Primary solid tumor	152	0.5	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-139-1-5	OV	Primary solid tumor	221	0.47	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-120-3-6	OV	Ascites	281	0.45	1	TDP group 1/2mix	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-094-1-1	OV	Primary solid tumor	170	0.43	1	TDP group 1/2mix	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-114-1-8	OV	Primary solid tumor	218	0.42	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-145-1-6	OV	Primary solid tumor	146	0.41	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-001-1-7	OV	Primary solid tumor	73	0.4	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-150-8-X	OV	Ascites	184	0.39	1	TDP group 1	mt	mt/meth	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-057-1-2	OV	Primary solid tumor	150	0.39	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-088-1-0	OV	Primary solid tumor	95	0.39	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-144-1-3	OV	Primary solid tumor	154	0.39	1	TDP group 2	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-134-3-9	OV	Ascites	204	0.37	1	TDP group 1	mt	mt/meth	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-065-1-9	OV	Primary solid tumor	138	0.37	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-108-1-7	OV	Primary solid tumor	164	0.37	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-116-1-3	OV	Primary solid tumor	184	0.37	1	TDP group 2	mt	WT	WT	WT	NA	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-131-1-3	OV	Primary solid tumor	142	0.36	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-152-1-X	OV	Primary solid tumor	241	0.36	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-169-1-0	OV	Primary solid tumor	280	0.36	1	TDP group 2/3mix	mt	WT	WT	mt	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-125-1-2	OV	Primary solid tumor	85	0.35	1	TDP group 1/2mix	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-135-8-X	OV	Ascites	157	0.34	1	TDP group 2	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-158-1-6	OV	Primary solid tumor	121	0.34	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-105-1-9	OV	Primary solid tumor	90	0.32	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-117-3-3	OV	Ascites	136	0.31	1	TDP group 2	mt	NA	NA	mt	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-034-1-0	OV	Primary solid tumor	139	0.31	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-130-1-0	OV	Primary solid tumor	123	0.31	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-146-1-9	OV	Primary solid tumor	74	0.31	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-164-1-7	OV	Primary solid tumor	99	0.31	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-137-1-X	OV	Ascites	86	0.3	1	TDP group 1	mt	mt/meth	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-138-3-X	OV	Ascites	136	0.3	1	TDP group 1/2mix	mt	mt/meth	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-090-1-0	OV	Primary solid tumor	132	0.3	1	TDP group 1/2mix	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-107-1-4	OV	Primary solid tumor	93	0.3	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-161-1-9	OV	Primary solid tumor	126	0.28	1	TDP group 3	mt	WT	WT	mt	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-119-3-9	OV	Ascites	96	0.27	1	TDP group 1/2mix	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-058-1-5	OV	Primary solid tumor	100	0.26	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-096-1-7	OV	Primary solid tumor	101	0.24	1	TDP group 2/3mix	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-112-1-2	OV	Primary solid tumor	141	0.24	1	TDP group 2	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-091-1-3	OV	Primary solid tumor	95	0.23	1	TDP group 1/2mix	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-106-1-1	OV	Primary solid tumor	41	0.22	1	TDP group 2	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-171-3-8	OV	Ascites	99	0.2	1	TDP group 1/2mix	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-075-1-0	OV	Primary solid tumor	68	0.2	1	TDP group 2	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-078-1-9	OV	Primary solid tumor	132	0.2	1	TDP group 2	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-086-1-5	OV	Primary solid tumor	40	0.2	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-055-1-7	OV	Primary solid tumor	48	0.18	1	TDP group 2	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-095-1-4	OV	Primary solid tumor	74	0.18	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-064-1-6	OV	Primary solid tumor	98	0.17	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-005-1-8	OV	Primary solid tumor	63	0.15	1	TDP group 2	mt	WT	WT	WT	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-079-1-1	OV	Primary solid tumor	132	0.15	1	TDP group 2	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-143-1-0	OV	Primary solid tumor	57	0.15	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-092-1-6	OV	Primary solid tumor	58	0.1	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-153-1-2	OV	Primary solid tumor	29	0.09	1	TDP group 2	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-085-1-2	OV	Primary solid tumor	37	0.08	1	TDP group 2	WT	WT	WT	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-142-3-5	OV	Ascites	56	0.05	1	TDP group 2	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-123-1-7	OV	Primary solid tumor	41	0.05	1	TDP group 2	mt	WT	WT	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-157-1-3	OV	Primary solid tumor	25	0.05	1	TDP group 1/2mix	mt	WT	WT	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-166-1-2	OV	Primary solid tumor	46	0.04	1	TDP group 2	mt	WT	WT	mt	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-124-1-X	OV	Primary solid tumor	63	0.03	1	TDP group 2/3mix	mt	WT	WT	WT	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-093-1-9	OV	Primary solid tumor	60	0.02	1	TDP group 1	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-115-1-0	OV	Primary solid tumor	26	0.02	1	TDP group 2/3mix	mt	WT	WT	WT	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-133-1-9	OV	Primary solid tumor	61	-0.01	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-159-1-9	OV	Primary solid tumor	52	-0.01	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-081-1-1	OV	Primary solid tumor	30	-0.04	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-155-3-5	OV	Ascites	21	-0.05	0	Non TDP	mt	NA	mt/meth	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-160-1-6	OV	Primary solid tumor	46	-0.05	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-162-1-1	OV	Primary solid tumor	44	-0.06	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-163-1-4	OV	Primary solid tumor	42	-0.07	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-083-1-7	OV	Primary solid tumor	71	-0.08	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-149-1-7	OV	Primary solid tumor	31	-0.09	0	Non TDP	mt	WT	mt/meth	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-167-13-9	OV	Metastatic solid tumor	26	-0.1	0	Non TDP	mt	NA	mt/meth	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-004-1-5	OV	Primary solid tumor	20	-0.1	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-084-1-X	OV	Primary solid tumor	30	-0.1	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-147-1-1	OV	Primary solid tumor	24	-0.21	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-168-1-8	OV	Primary solid tumor	11	-0.22	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-165-1-X	OV	Primary solid tumor	27	-0.23	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-061-1-8	OV	Primary solid tumor	35	-0.24	0	Non TDP	mt	WT	WT	WT	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-141-3-2	OV	Ascites	15	-0.26	0	Non TDP	mt	NA	NA	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-113-1-5	OV	Primary solid tumor	17	-0.26	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-076-1-3	OV	Primary solid tumor	42	-0.27	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-060-1-5	OV	Primary solid tumor	19	-0.3	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-109-1-X	OV	Primary solid tumor	44	-0.3	0	Non TDP	mt	WT	WT	WT	Affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-080-1-9	OV	Primary solid tumor	23	-0.32	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-111-1-X	OV	Primary solid tumor	23	-0.33	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-148-1-4	OV	Primary solid tumor	13	-0.36	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-077-1-6	OV	Primary solid tumor	23	-0.38	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-126-1-5	OV	Primary solid tumor	16	-0.41	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-132-1-6	OV	Primary solid tumor	13	-0.46	0	Non TDP	mt	WT	WT	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-122-1-4	OV	Primary solid tumor	11	-0.58	0	Non TDP	mt	WT	mt/meth	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-104-1-6	OV	Primary solid tumor	7	-0.63	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-059-1-8	OV	Primary solid tumor	10	-0.65	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-056-1-X	OV	Primary solid tumor	11	-0.67	0	Non TDP	mt	WT	WT	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
AOCS-097-1-X	OV	Primary solid tumor	12	-0.85	0	Non TDP	mt	WT	WT	NA	NA	Patch_2015	26017449	COSMIC_v78	0	0
AOCS-063-1-3	OV	Primary solid tumor	3	-0.92	0	Non TDP	mt	WT	mt/meth	WT	Non-affected	Patch_2015	26017449	COSMIC_v78	0	1
SJACT002_D	ACC	Primary solid tumor	39	0.16	1	TDP group 2	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT062_D	ACC	Primary solid tumor	55	0.15	1	TDP group 1/2mix	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT060_D	ACC	Primary solid tumor	38	0.05	1	TDP group 2	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT066_D	ACC	Primary solid tumor	18	0.03	1	TDP group 1	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT069_D	ACC	Primary solid tumor	104	0.03	1	TDP group 2	mt	NA	NA	WT	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT061_D	ACC	Primary solid tumor	21	-0.08	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT071_D	ACC	Primary solid tumor	17	-0.26	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT008_D	ACC	Primary solid tumor	99	-0.36	0	Non TDP	mt	NA	NA	WT	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT063_D	ACC	Primary solid tumor	22	-0.4	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT007_D	ACC	Primary solid tumor	37	-0.47	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT001_D	ACC	Primary solid tumor	18	-0.48	0	Non TDP	mt	NA	NA	WT	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT005_D	ACC	Primary solid tumor	92	-0.66	0	Non TDP	mt	NA	NA	WT	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT068_D	ACC	Primary solid tumor	8	-0.83	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT070_D	ACC	Primary solid tumor	3	-0.86	0	Non TDP	mt	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT003_D	ACC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT004_D	ACC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
SJACT006_D	ACC	Primary solid tumor	0	-2	0	Non TDP	WT	NA	NA	NA	NA	Pinto_2015	25743702	COSMIC_v78	0	0
MP3	OV	Primary solid tumor	660	0.35	1	TDP group 2/3mix	NA	WT	WT	mt	NA	Popova_2016	26787835	Original_publication	0	0
MP2	OV	Primary solid tumor	207	0.25	1	TDP group 2/3mix	NA	WT	WT	mt	NA	Popova_2016	26787835	Original_publication	0	0
MP4	OV	Primary solid tumor	326	0.12	1	TDP group 2/3mix	NA	WT	WT	mt	NA	Popova_2016	26787835	Original_publication	0	0
HCC38	TNBC	Cell line	135	0.38	1	TDP group 1/3mix	mt	mt/meth	WT	WT	Non-affected	Stephens_2009	20033038	COSMIC_v78	0	1
PD3664a	TNBC	Primary solid tumor	153	0.354010783	1	TDP group 1	NA	NA	NA	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
PD3687a	TNBC	Primary solid tumor	70	0.27	1	TDP group 1	NA	mt/meth	NA	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
HCC1187	TNBC	Cell line	50	0.21	1	TDP group 2	mt	WT	WT	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
HCC1395	TNBC	Cell line	69	0.148918612	1	TDP group 1	mt	mt/meth	WT	WT	Non-affected	Stephens_2009	20033038	COSMIC_v78	0	1
HCC2157	TNBC	Cell line	49	0.122678247	1	TDP group 2	mt	NA	NA	WT	NA	Stephens_2009	20033038	COSMIC_v78	0	1
PD3665a	TNBC	Primary solid tumor	33	0.09	1	TDP group 1/3mix	NA	NA	NA	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
PD3670a	NTNBC	Primary solid tumor	53	0	0	Non TDP	NA	NA	NA	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
HCC1937	TNBC	Cell line	29	-0.13	0	Non TDP	mt	mt/meth	WT	NA	NA	Stephens_2009	20033038	COSMIC_v78	0	0
