# Table S3, related to Figure 1. Details of the 2717 cancer genomes analyzed in this study.
Sample_ID	Tumor_Type	SampleType	No_TD	TDP_score	TDP_status	TDP_group	TP53_status	BRCA1_status	BRCA2_status	CDK12_status	CCNE1_pathway_status	Study_Name	PUBMED_ID	WGS_source	CNV_explorayory_analysis	SNV_explorayory_analysis
RK089_C01	LIHC	Primary solid tumor	11	-0.78	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK308_C01	LIHC	Primary solid tumor	28	-0.78	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK075_C01	LIHC	Primary solid tumor	5	-0.79	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK123_C01	LIHC	Primary solid tumor	4	-0.8	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK257_C01	LIHC	Primary solid tumor	6	-0.8	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK264_C01	LIHC	Primary solid tumor	4	-0.8	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK265_C01	LIHC	Primary solid tumor	5	-0.8	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK028_C01	LIHC	Primary solid tumor	5	-0.81	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK289_C01	LIHC	Primary solid tumor	8	-0.81	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK082_C01	LIHC	Primary solid tumor	5	-0.82	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK120_C01	LIHC	Primary solid tumor	6	-0.83	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK038_C01	LIHC	Primary solid tumor	4	-0.84	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK084_C01	LIHC	Primary solid tumor	5	-0.84	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK141_C01	LIHC	Primary solid tumor	6	-0.84	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK220_C01	LIHC	Primary solid tumor	4	-0.84	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK317_C01	LIHC	Primary solid tumor	4	-0.84	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK014_C01	LIHC	Primary solid tumor	5	-0.85	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK042_C	LIHC	Primary solid tumor	6	-0.85	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK259_C01	LIHC	Primary solid tumor	7	-0.87	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK044_C01	LIHC	Primary solid tumor	6	-0.88	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK072_C01	LIHC	Primary solid tumor	54	-0.88	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK230_C01	LIHC	Primary solid tumor	7	-0.88	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK032_C01	LIHC	Primary solid tumor	3	-0.89	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK200_C01	LIHC	Primary solid tumor	11	-0.89	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK080_C01	LIHC	Primary solid tumor	4	-0.9	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK121_C01	LIHC	Primary solid tumor	5	-0.9	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK309_C01	LIHC	Primary solid tumor	4	-0.9	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK025_C	LIHC	Primary solid tumor	5	-0.91	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK053_C01	LIHC	Primary solid tumor	4	-0.92	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK083_C01	LIHC	Primary solid tumor	6	-0.92	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK169_C01	LIHC	Primary solid tumor	6	-0.92	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK067_C01	LIHC	Primary solid tumor	30	-0.93	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK193_C01	LIHC	Primary solid tumor	4	-0.93	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK277_C01	LIHC	Primary solid tumor	5	-0.93	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK156_C01	LIHC	Primary solid tumor	5	-0.94	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK202_C01	LIHC	Primary solid tumor	3	-0.94	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK310_C01	LIHC	Primary solid tumor	3	-0.94	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK205_C01	LIHC	Primary solid tumor	3	-0.95	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK007_C01	LIHC	Primary solid tumor	4	-0.96	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK217_C01	LIHC	Primary solid tumor	4	-0.96	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK214_C01	LIHC	Primary solid tumor	5	-0.97	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK021_C01	LIHC	Primary solid tumor	3	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK029_C	LIHC	Primary solid tumor	2	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK081_C01	LIHC	Primary solid tumor	5	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK106_C01	LIHC	Primary solid tumor	5	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK143_C01	LIHC	Primary solid tumor	4	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK279_C01	LIHC	Primary solid tumor	4	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK337_C01	LIHC	Primary solid tumor	5	-0.98	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK016_C01	LIHC	Primary solid tumor	2	-0.99	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK152_C01	LIHC	Primary solid tumor	4	-0.99	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK219_C01	LIHC	Primary solid tumor	3	-1	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK312_C01	LIHC	Primary solid tumor	3	-1.01	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK316_C01	LIHC	Primary solid tumor	21	-1.01	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK034_C	LIHC	Primary solid tumor	3	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK066_C01	LIHC	Primary solid tumor	2	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK095_C01	LIHC	Primary solid tumor	6	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK100_C01	LIHC	Primary solid tumor	10	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK115_C01	LIHC	Primary solid tumor	4	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK140_C01	LIHC	Primary solid tumor	2	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK167_C01	LIHC	Primary solid tumor	6	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK031_C01	LIHC	Primary solid tumor	3	-1.03	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK047_C01	LIHC	Primary solid tumor	3	-1.03	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK226_C01	LIHC	Primary solid tumor	2	-1.03	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK258_C01	LIHC	Primary solid tumor	5	-1.03	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK284_C01	LIHC	Primary solid tumor	3	-1.03	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK056_C01	LIHC	Primary solid tumor	51	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK102_C01	LIHC	Primary solid tumor	13	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK142_C01	LIHC	Primary solid tumor	9	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK182_C01	LIHC	Primary solid tumor	2	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK198_C01	LIHC	Primary solid tumor	3	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK297_C01	LIHC	Primary solid tumor	4	-1.04	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK155_C01	LIHC	Primary solid tumor	2	-1.05	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK197_C01	LIHC	Primary solid tumor	3	-1.05	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK201_C01	LIHC	Primary solid tumor	3	-1.05	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK012_C01	LIHC	Primary solid tumor	2	-1.06	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK022_C01	LIHC	Primary solid tumor	2	-1.06	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK060_C01	LIHC	Primary solid tumor	2	-1.06	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK130_C01	LIHC	Primary solid tumor	8	-1.06	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK243_C01	LIHC	Primary solid tumor	2	-1.06	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK068_C	LIHC	Primary solid tumor	3	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK145_C01	LIHC	Primary solid tumor	2	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK175_C01	LIHC	Primary solid tumor	2	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK268_C01	LIHC	Primary solid tumor	2	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK304_C01	LIHC	Primary solid tumor	2	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK005_C	LIHC	Primary solid tumor	2	-1.08	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK076_C01	LIHC	Primary solid tumor	3	-1.08	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK131_C01	LIHC	Primary solid tumor	2	-1.08	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK216_C01	LIHC	Primary solid tumor	2	-1.08	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK256_C01	LIHC	Primary solid tumor	5	-1.08	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK282_C01	LIHC	Primary solid tumor	5	-1.09	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK298_C01	LIHC	Primary solid tumor	7	-1.09	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK064_C01	LIHC	Primary solid tumor	2	-1.1	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK071_C01	LIHC	Primary solid tumor	8	-1.1	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK189_C01	LIHC	Primary solid tumor	3	-1.1	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK048_C	LIHC	Primary solid tumor	2	-1.11	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK186_C01	LIHC	Primary solid tumor	2	-1.11	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK210_C01	LIHC	Primary solid tumor	2	-1.11	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK125_C01	LIHC	Primary solid tumor	2	-1.12	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK159_C01	LIHC	Primary solid tumor	4	-1.14	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK004_C01	LIHC	Primary solid tumor	1	-1.15	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK015_C	LIHC	Primary solid tumor	1	-1.15	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK069_C01	LIHC	Primary solid tumor	12	-1.15	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK190_C01	LIHC	Primary solid tumor	1	-1.15	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK225_C01	LIHC	Primary solid tumor	1	-1.15	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK033_C01	LIHC	Primary solid tumor	1	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK051_C01	LIHC	Primary solid tumor	2	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK153_C01	LIHC	Primary solid tumor	1	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK163_C01	LIHC	Primary solid tumor	2	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK196_C01	LIHC	Primary solid tumor	1	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK303_C01	LIHC	Primary solid tumor	1	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK305_C01	LIHC	Primary solid tumor	3	-1.16	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK103_C01	LIHC	Primary solid tumor	1	-1.17	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK112_C01	LIHC	Primary solid tumor	2	-1.17	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK338_C01	LIHC	Primary solid tumor	1	-1.17	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK010_C	LIHC	Primary solid tumor	1	-1.18	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK223_C01	LIHC	Primary solid tumor	2	-1.18	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK054_C01	LIHC	Primary solid tumor	1	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK057_C01	LIHC	Primary solid tumor	1	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK099_C01	LIHC	Primary solid tumor	4	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK105_C01	LIHC	Primary solid tumor	1	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK171_C01	LIHC	Primary solid tumor	1	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK209_C01	LIHC	Primary solid tumor	1	-1.19	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK018_C01	LIHC	Primary solid tumor	1	-1.2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK194_C01	LIHC	Primary solid tumor	1	-1.2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK221_C01	LIHC	Primary solid tumor	1	-1.2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK222_C01	LIHC	Primary solid tumor	1	-1.2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK235_C01	LIHC	Primary solid tumor	1	-1.2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK086_C01	LIHC	Primary solid tumor	1	-1.21	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK185_C01	LIHC	Primary solid tumor	2	-1.21	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK063_C	LIHC	Primary solid tumor	1	-1.22	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK035_C01	LIHC	Primary solid tumor	1	-1.23	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK043_C01	LIHC	Primary solid tumor	1	-1.23	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK073_C01	LIHC	Primary solid tumor	1	-1.23	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK117_C01	LIHC	Primary solid tumor	1	-1.23	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK199_C01	LIHC	Primary solid tumor	1	-1.23	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK040_C01	LIHC	Primary solid tumor	1	-1.24	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK270_C01	LIHC	Primary solid tumor	2	-1.24	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK108_C01	LIHC	Primary solid tumor	1	-1.25	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK024_C	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK037_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK049_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK065_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK093_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK096_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK110_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK113_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK124_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK133_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK134_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK136_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK139_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK183_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK188_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK213_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK244_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK278_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
RK283_C01	LIHC	Primary solid tumor	0	-2	0	Non TDP	NA	NA	NA	NA	NA	Fujimoto_2016	27064257	ICGC_release22	0	0
MB436	TNBC	Cell line	397	0.49	1	TDP group 1/2mix	WT	mt/meth	WT	NA	NA	Grzeda_2014	25417144	Original_publication	0	0
MB231	TNBC	Cell line	14	-0.36	0	Non TDP	mt	WT	WT	NA	NA	Grzeda_2014	25417144	Original_publication	0	0
MCF7	NTNBC	Cell line	175	0.39	1	TDP group 2	WT	WT	NA	WT	NA	Hillmer_2011	21467267	Original_publication	0	1
T47D	NTNBC	Cell line	15	-0.32	0	Non TDP	WT	NA	NA	WT	NA	Hillmer_2011	21467267	Original_publication	0	1
IHB002	TNBC	Primary solid tumor	12	-0.34	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
SKBR3	NTNBC	Cell line	72	-0.4	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
IHB013	TNBC	Primary solid tumor	12	-0.52	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
IHB014	TNBC	Primary solid tumor	10	-0.78	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
IHB005	TNBC	Primary solid tumor	4	-1.02	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
IHB001	TNBC	Primary solid tumor	2	-1.07	0	Non TDP	NA	NA	NA	NA	NA	Hillmer_2011	21467267	Original_publication	0	0
CPCG0331-F1	PRAD	Primary solid tumor	19	-0.2	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0369-F1	PRAD	Primary solid tumor	13	-0.28	0	Non TDP	mt	NA	NA	WT	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0233-F1	PRAD	Primary solid tumor	33	-0.29	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0249-F1	PRAD	Primary solid tumor	41	-0.39	0	Non TDP	WT	NA	NA	WT	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0388-F1	PRAD	Primary solid tumor	22	-0.39	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0236-F1	PRAD	Primary solid tumor	18	-0.41	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0241-F1	PRAD	Primary solid tumor	15	-0.51	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0081-F1	PRAD	Primary solid tumor	11	-0.52	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0206-F1	PRAD	Primary solid tumor	8	-0.54	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0360-F1	PRAD	Primary solid tumor	11	-0.55	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0117-F1	PRAD	Primary solid tumor	35	-0.61	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0232-F1	PRAD	Primary solid tumor	16	-0.61	0	Non TDP	NA	NA	NA	NA	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
CPCG0201-F1	PRAD	Primary solid tumor	23	-0.64	0	Non TDP	WT	NA	NA	WT	NA	ICGC_PRAD-CA	NA	COSMIC_v78	0	0
