Cancer.Types,Sample Name,Accuracy,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60
Biliary-AdenoCA,1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494,0.968,1496,1296,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,4ef20a13-f107-4654-adca-fc60b8f5be47,0.963,985,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,50e3a421-9741-4cd8-911b-0f47ca518b6a,0.973,1110,528,0,0,1453,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,56cc8740-b132-4cbc-b513-f0b5b2305ca6,0.987,1803,1271,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,5975deb5-00d2-4d18-b5c0-34ac9947fe11,0.987,441,461,0,0,840,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,796a8782-6d7e-47c8-b322-fcfe1dd240c8,0.948,122,0,0,0,6599,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7,0.951,571,0,0,0,3804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,a47c2012-c13d-48ac-88b6-e09bfd50122b,0.976,1926,547,0,0,512,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,bb65d670-0411-4fc5-a6cb-019caec1ab36,0.982,2403,1191,0,0,2684,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,e7c90af0-4b03-453e-b44f-e07248415088,0.989,2210,1605,0,0,2631,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,ec399861-7a56-4ffd-8619-700b6e3a4367,0.996,998,3585,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,f0e0d978-3e32-4444-a07a-26049b2594e6,0.966,1360,362,0,0,3694,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,2109e1d4-c623-11e3-bf01-24c6515278c0,0.967,157,0,0,0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,2584b428-c623-11e3-bf01-24c6515278c0,0.968,254,355,0,0,2249,0,0,0,0,0,0,0,0,0,0,1446,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,26de406e-c623-11e3-bf01-24c6515278c0,0.978,304,0,0,0,3452,0,0,0,0,0,0,0,0,0,0,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,39458b0e-c623-11e3-bf01-24c6515278c0,0.921,55,52,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,5a51a6fc-c623-11e3-bf01-24c6515278c0,0.965,1892,0,0,0,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,5c9b8a2c-c623-11e3-bf01-24c6515278c0,0.96,286,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,60f81dba-c623-11e3-bf01-24c6515278c0,0.95,285,195,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,6f395380-c623-11e3-bf01-24c6515278c0,0.974,137,0,0,0,3420,0,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,53,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,7034e5f6-c623-11e3-bf01-24c6515278c0,0.945,81,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,7512b38c-c623-11e3-bf01-24c6515278c0,0.981,907,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,760881cc-c623-11e3-bf01-24c6515278c0,0.98,21335,0,0,0,81613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,7789ef18-c623-11e3-bf01-24c6515278c0,0.959,446,207,4741,0,707,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,78bc2608-c623-11e3-bf01-24c6515278c0,0.966,328,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,79b23f34-c623-11e3-bf01-24c6515278c0,0.967,180,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,7ae872a6-c623-11e3-bf01-24c6515278c0,0.96,358,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,7bdcb78a-c623-11e3-bf01-24c6515278c0,0.972,83,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,97a6f44a-c622-11e3-bf01-24c6515278c0,0.937,117,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,bcc74a5e-c622-11e3-bf01-24c6515278c0,0.969,135,0,0,0,2555,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,d876d576-c622-11e3-bf01-24c6515278c0,0.967,366,0,0,0,2556,0,0,0,0,0,0,0,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,da5b9926-c622-11e3-bf01-24c6515278c0,0.968,752,346,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,104,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,df9f8c80-c622-11e3-bf01-24c6515278c0,0.945,103,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,e4fd1b3e-c622-11e3-bf01-24c6515278c0,0.967,251,0,0,0,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,f2b2111c-c622-11e3-bf01-24c6515278c0,0.969,294,0,0,0,5219,0,0,0,0,0,0,0,0,0,0,4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,0c7aca3f-e006-4de3-afc2-20b4f727d4fd,0.982,565,1690,0,0,10314,0,0,0,0,0,0,0,0,0,0,0,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,2b142863-b963-4cc9-8f8f-c72503c93390,0.996,502,6923,0,0,9122,0,0,0,0,0,0,0,0,0,0,0,8665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,301d6ce3-4099-4c1d-8e50-c04b7ce91450,0.996,517,10746,0,0,9416,0,0,0,0,0,0,0,0,0,0,0,10435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,418a3dec-96ff-4719-becb-e1a8260cce2f,0.968,0,1235,0,0,30354,0,0,0,0,0,3832,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,448fe471-3f4e-4dc8-a4e0-6f147dc93abe,0.998,688,12040,0,0,6368,0,0,0,0,0,0,0,0,0,0,0,15020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,45a7949d-e63f-4956-866c-df51257032de,0.995,2754,5272,0,0,6399,0,0,0,0,0,0,0,0,0,0,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,4838b5a9-968c-4178-bffb-3fafe1f6dc09,0.959,319,749,0,0,13092,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c,0.995,573,2928,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,804ffa2e-158b-447d-945c-707684134c87,0.935,226,770,0,0,10618,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,8c619cbc-9e91-4716-9711-5236e55d8f46,0.994,658,2640,0,0,2885,0,0,0,0,0,0,0,0,0,0,0,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,91f458e6-64b7-454d-a542-b0aa23638fd8,0.983,1441,930,0,0,8467,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,94108975-b7a0-40ba-ad39-e44cc62e8cc0,0.993,0,9769,0,0,21872,0,0,0,0,0,12871,0,0,0,0,0,14673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,973d0577-8ca4-44a1-817f-1d3c1bada151,0.987,1435,1285,0,0,2682,0,0,0,0,0,0,0,0,0,0,0,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,abd2d959-d5ed-4eb3-9759-67eb1aa23325,0.995,598,2547,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,acc629cb-ad03-4cec-9b21-922e4932ef3e,0.997,446,4291,0,0,3827,0,0,0,0,0,0,0,0,0,0,0,5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,b73523d7-f5a5-4140-8537-4df4d1ecf465,0.998,523,17461,0,0,21113,0,0,0,0,0,0,0,0,0,0,0,12799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,c66c92d5-df65-46e6-861d-d8a98808e6a3,0.967,925,132,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,cda1a403-16b6-487c-a82a-c377d1d0f89d,0.996,1011,13322,0,0,4613,0,0,0,0,0,0,0,0,0,0,0,19058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,d4615ca0-b5c7-4a5c-8593-bd50034a78ae,0.987,1189,1780,0,0,1836,0,0,0,0,0,0,0,0,0,0,0,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,df8a913c-5160-4fc5-950d-7c890e24e820,0.991,643,7729,0,0,15556,0,0,0,0,0,0,0,0,0,0,0,10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,e6c78a98-f45b-482b-a551-4f11b8c1ff8b,0.996,715,1655,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,f389176f-d8f3-45c2-aae4-7378a3d6fc7f,0.988,1064,771,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,ffdd4feb-aca3-4104-b1e8-954d705a6450,0.986,401,1536,0,0,8890,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc876f51-0577-3b53-e040-11ac0d48515e,0.966,204,0,0,0,933,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc876f5c-8339-bc9c-e040-11ac0d485160,0.911,54,0,0,0,378,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc876f66-ff0d-f338-e040-11ac0d485162,0.927,101,0,0,0,434,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc93369d-3ffb-1b53-e040-11ac0c4852ba,0.941,74,0,0,0,355,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc93bd81-a3f9-2f8e-e040-11ac0d48306f,0.9,109,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc93e38d-6bd5-9912-e040-11ac0c4838cd,0.899,42,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc9404ed-1ba3-2638-e040-11ac0c484da2,0.898,69,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc9469d0-4d0e-bb59-e040-11ac0d481e59,0.877,45,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc94ea15-2d98-0c5b-e040-11ac0c48569b,0.917,72,0,0,0,419,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc94ec40-2cf2-7ce8-e040-11ac0d4871fb,0.878,91,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc9500f3-e7d0-9820-e040-11ac0c48617e,0.92,69,0,0,0,428,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc950c33-faa4-0241-e040-11ac0c486786,0.948,98,47,0,0,80,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc96f0df-ef04-411e-e040-11ac0d484291,0.855,19,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Bone-Benign,fc998aec-57dd-eab2-e040-11ac0d48680a,0.89,46,0,0,0,185,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,fc99b734-7f61-88d1-e040-11ac0c482e88,0.889,20,8,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
Bone-Benign,fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1,0.788,5,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bone-Epith,fc991b60-15dd-cadb-e040-11ac0c48523b,0.912,241,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Epith,fc95d5ce-6899-62f1-e040-11ac0c486011,0.978,421,863,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Epith,fc962061-8ab0-42b3-e040-11ac0c4810cc,0.958,237,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Epith,fc9650a1-9aef-ab3b-e040-11ac0c4829a7,0.961,261,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
