"signature"	"gene"	"rho"	"p.value"	"q.value"
"CX1"	"KPNA2"	"-0.349134411488549"	"3.25703600073905e-148"	8.924278642025e-146
"CX1"	"ACTL6A"	"-0.333897376801406"	"5.81812311625006e-135"	7.97082866926258e-133
"CX1"	"EME1"	"-0.328156911040852"	"3.68043796292795e-130"	3.36146667280753e-128
"CX1"	"BLM"	"-0.308064099651603"	"3.70372521065547e-114"	2.537051769299e-112
"CX1"	"RFC4"	"-0.304783750641293"	"1.16156596714715e-111"	6.36538149996638e-110
"CX1"	"RAD51AP1"	"-0.285473186756171"	"1.31062838327383e-97"	5.98520295028382e-96
"CX1"	"POLQ"	"-0.28311303200594"	"5.76391394401781e-96"	2.25616060094411e-94
"CX1"	"CCNH"	"0.26663315013072"	"6.22301495230926e-85"	2.13138262116592e-83
"CX1"	"TOPBP1"	"-0.264407884894121"	"1.68052203501559e-83"	5.11625597326968e-82
"CX1"	"MSH2"	"-0.254444048843109"	"2.93256195837582e-77"	8.03521976594975e-76
"CX1"	"EXO1"	"-0.254340310479757"	"3.39470302287531e-77"	8.45589662061668e-76
"CX1"	"MSH6"	"-0.253341638392741"	"1.38398325249294e-76"	3.16009509319221e-75
"CX1"	"FANCD2"	"-0.251892412164512"	"1.05192139306113e-75"	2.21712662845192e-74
"CX1"	"POLK"	"0.245538314421759"	"6.55968335251891e-72"	1.28382374185013e-70
"CX1"	"FANCI"	"-0.24342438416605"	"1.13571868994569e-70"	2.07457947363413e-69
"CX1"	"CCNA2"	"-0.236876863026818"	"6.53276101508112e-67"	1.11873532383264e-65
"CX1"	"BRIP1"	"-0.23664067163372"	"8.88367767698428e-67"	1.43183981381982e-65
"CX1"	"UBA7"	"0.236293947922867"	"1.39409954622066e-66"	2.122129309247e-65
"CX1"	"RAD51"	"-0.233269190350883"	"6.88726530539403e-65"	9.9321615456735e-64
"CX1"	"MSH3"	"0.230812184412136"	"1.57068577586997e-63"	2.15183951294186e-62
"CX1"	"UBE2T"	"-0.228339995845999"	"3.5195682541562e-62"	4.59219857923238e-61
"CX1"	"RAD1"	"-0.226041533046467"	"6.13219519795654e-61"	7.63737038290951e-60
"CX1"	"FANCB"	"-0.228398297289198"	"7.15089817315072e-59"	8.51889608453607e-58
"CX1"	"DNA2"	"-0.219857498492989"	"1.14406175685964e-57"	1.30613717241476e-56
"CX1"	"MDC1"	"-0.215274658613879"	"2.6206417034329e-55"	2.87222330696246e-54
"CX1"	"CHEK2"	"-0.213867218048537"	"1.35614419962888e-54"	1.42916734883967e-53
"CX1"	"XRCC2"	"-0.211840623287502"	"1.41682920111603e-53"	1.43781926335479e-52
"CX1"	"CLSPN"	"-0.211441328811241"	"2.24309804478307e-53"	2.19503165810915e-52
"CX1"	"TIMELESS"	"-0.208705963981"	"5.09050207135257e-52"	4.80964678465726e-51
"CX1"	"GEN1"	"-0.207733059356838"	"1.52903807341741e-51"	1.3965214403879e-50
"CX1"	"RAD51C"	"-0.197737539290055"	"8.96628964457772e-47"	7.9250431052074e-46
"CX1"	"ISY1"	"-0.200698370177961"	"4.17578829947286e-46"	3.57551873142364e-45
"CX1"	"XPC"	"0.19603951257509"	"5.46450919326584e-46"	4.53719854228739e-45
"CX1"	"POLR2D"	"-0.191103683602181"	"9.50924545675479e-44"	7.66333310338474e-43
"CX1"	"RUVBL1"	"-0.190791421538298"	"1.311735835164e-43"	1.02690176809982e-42
"CX1"	"RAD17"	"0.190459808558847"	"1.84475005357267e-43"	1.40405976299698e-42
"CX1"	"RNF168"	"-0.189759103074284"	"3.78403617049095e-43"	2.80223219112032e-42
"CX1"	"MPG"	"0.18521386601043"	"3.73455024207222e-41"	2.69280727980997e-40
"CX1"	"CDK2"	"-0.184110063001736"	"1.11894120695694e-40"	7.86127924887696e-40
"CX1"	"POLR2K"	"-0.180930260438146"	"2.54006871751603e-39"	1.73994707149848e-38
"CX1"	"FANCE"	"-0.179621906435168"	"9.02714720695646e-39"	6.03277642611237e-38
"CX1"	"DDB2"	"0.179096661160456"	"1.49777822871617e-38"	9.77121987305311e-38
"CX1"	"GTF2H4"	"-0.177615812330915"	"6.1909721674726e-38"	3.94494505555231e-37
"CX1"	"NSD2"	"-0.177420528098151"	"7.45815566497963e-38"	4.64439693682822e-37
"CX1"	"GPS1"	"-0.176518105042187"	"1.75846332686728e-37"	1.07070878124808e-36
"CX1"	"UBE2V2"	"-0.174675495630914"	"9.9889712923726e-37"	5.94995246545672e-36
"CX1"	"CDK7"	"0.173944870770308"	"1.97853929136797e-36"	1.15344631028686e-35
"CX1"	"PRKDC"	"-0.17155047287772"	"1.8194685178318e-35"	1.03861327892899e-34
"CX1"	"XRCC3"	"-0.168802003309652"	"2.23249906220398e-34"	1.24837702662018e-33
"CX1"	"POLR2H"	"-0.166638607016987"	"1.55927525734171e-33"	8.54482841023257e-33
"CX1"	"MAD2L2"	"-0.166490605007373"	"1.779327667007e-33"	9.47898954324593e-33
"CX1"	"USP1"	"-0.166478314043381"	"1.79893232207587e-33"	9.47898954324593e-33
"CX1"	"NEIL3"	"-0.166329086247351"	"2.05477627345929e-33"	1.0622805640148e-32
"CX1"	"XPA"	"0.166285558502355"	"2.13598982705522e-33"	1.08381706039469e-32
"CX1"	"FAAP24"	"-0.16551186621354"	"4.24681000998484e-33"	2.11568353224699e-32
"CX1"	"RFC3"	"-0.164877241040115"	"7.44381877339485e-33"	3.64215418555391e-32
"CX1"	"KDM4B"	"0.16431549867664"	"1.22102181053045e-32"	5.86947326465514e-32
"CX1"	"PARP2"	"-0.162330152037672"	"6.92175231982553e-32"	3.26993126833137e-31
"CX1"	"FEN1"	"-0.161108826089897"	"1.99071847260175e-31"	9.24503155072677e-31
"CX1"	"YY1"	"-0.161008059259307"	"2.17121253798669e-31"	9.91520392347255e-31
"CX1"	"SIRT6"	"0.159975556130387"	"5.26630279610888e-31"	2.36551961661284e-30
"CX1"	"FANCA"	"-0.159192190144387"	"1.02741087934591e-30"	4.54049324098031e-30
"CX1"	"BRCA2"	"-0.158304979709031"	"2.18108487283613e-30"	9.48598817709682e-30
"CX1"	"BRCA1"	"-0.156333241880961"	"1.14409087197204e-29"	4.8981390456303e-29
"CX1"	"CHEK1"	"-0.156196308364343"	"1.28263065209523e-29"	5.40678151806297e-29
"CX1"	"DCLRE1B"	"-0.154662094821525"	"8.0344801632268e-29"	3.3355266132184e-28
"CX1"	"NEIL2"	"0.152472468131261"	"2.75951334185864e-28"	1.12851739652129e-27
"CX1"	"RNF8"	"-0.152133634634466"	"3.63454740941733e-28"	1.46450880908875e-27
"CX1"	"RHNO1"	"-0.150750408431147"	"1.11153312819791e-27"	4.41391416124967e-27
"CX1"	"POLI"	"0.150545056040934"	"1.31100877866803e-27"	5.13166293364343e-27
"CX1"	"RPA1"	"-0.15033631797776"	"1.55012776267074e-27"	5.98218319678567e-27
"CX1"	"NEIL1"	"0.148487995774173"	"6.76272735688808e-27"	2.5735934663713e-26
"CX1"	"RAD18"	"-0.148425326122709"	"7.10674680295733e-27"	2.66746386850727e-26
"CX1"	"RFC5"	"-0.141830560515084"	"1.16712132972828e-24"	4.32150330196687e-24
"CX1"	"DTL"	"-0.139844949965895"	"5.17578802793005e-24"	1.89088789287044e-23
"CX1"	"POLE2"	"-0.138232857273973"	"1.70728439349276e-23"	6.15520952390811e-23
"CX1"	"UBE2B"	"0.13497174558641"	"1.82857596964516e-22"	6.50688072315291e-22
"CX1"	"PARP1"	"-0.133502932507302"	"5.22121831266103e-22"	1.83412027906298e-21
"CX1"	"PCLAF"	"-0.130509719663927"	"4.27236314999162e-21"	1.47482904424877e-20
"CX1"	"RAD50"	"0.130498398637218"	"4.30607020218618e-21"	1.47482904424877e-20
"CX1"	"RAD9A"	"-0.129406912348328"	"9.1563624226224e-21"	3.09733741209696e-20
"CX1"	"ABRAXAS1"	"0.128235377648305"	"2.04312351324491e-20"	6.82702247108665e-20
"CX1"	"MUTYH"	"-0.127871997762564"	"2.61674326971005e-20"	8.63840549277776e-20
"CX1"	"PPIE"	"-0.127757147446192"	"2.82919574593183e-20"	9.22856707601573e-20
"CX1"	"ERCC3"	"-0.123287092423687"	"5.58804022866486e-19"	1.80132120312255e-18
"CX1"	"SPRTN"	"-0.121562647038234"	"1.71650289621033e-18"	5.46885806467012e-18
"CX1"	"SUMO2"	"-0.121245048064784"	"2.10695620739342e-18"	6.63570115891721e-18
"CX1"	"DCLRE1C"	"-0.120638140589241"	"3.11241726118769e-18"	9.69093556324349e-18
"CX1"	"FTO"	"0.119789958568309"	"5.35143893400148e-18"	1.64752164934428e-17
"CX1"	"FAAP100"	"-0.11703906751344"	"3.02263749200559e-17"	9.20225192010591e-17
"CX1"	"INO80"	"0.116514734528525"	"4.18522459677523e-17"	1.26016652694111e-16
"CX1"	"FANCM"	"-0.114824042818116"	"1.18335872465924e-16"	3.52435098431121e-16
"CX1"	"RFC2"	"-0.114629103399207"	"1.33272068852683e-16"	3.92651041565969e-16
"CX1"	"COPS4"	"0.11326119000803"	"3.05153026826584e-16"	8.80125572110358e-16
"CX1"	"POLN"	"0.113277508358651"	"3.02169872469609e-16"	8.80125572110358e-16
"CX1"	"POLM"	"0.112822600336239"	"3.97154571462938e-16"	1.1335453393838e-15
"CX1"	"ATM"	"0.112572139241913"	"4.61438766550426e-16"	1.3034455879878e-15
"CX1"	"KDM4A"	"-0.109687188861581"	"2.53628076591974e-15"	7.09123397818376e-15
"CX1"	"PCNA"	"-0.109123862323154"	"3.5194709404781e-15"	9.74075795647474e-15
"CX1"	"MBD4"	"-0.108267014666469"	"5.7742603438906e-15"	1.58214733422602e-14
"CX1"	"MRE11"	"-0.108199939643368"	"6.00146433035376e-15"	1.62812002625439e-14
"CX1"	"TERF2IP"	"0.107896469774971"	"7.14430701428087e-15"	1.91915698226761e-14
"CX1"	"TERF1"	"-0.106937301953281"	"1.23550399158729e-14"	3.28668052130988e-14
"CX1"	"POLL"	"0.106549465708586"	"1.53969056878858e-14"	4.0564924600776e-14
"CX1"	"POLR2L"	"0.106421213255483"	"1.6556473127668e-14"	4.32045108283908e-14
"CX1"	"POLD3"	"-0.106092054767693"	"1.9940137530475e-14"	5.10616605920575e-14
"CX1"	"UFD1"	"-0.106653971155283"	"1.9863956675127e-14"	5.10616605920575e-14
"CX1"	"COPS2"	"0.105874636570013"	"2.2539100437031e-14"	5.71825325902453e-14
"CX1"	"AQR"	"0.10357396561374"	"8.11620944681365e-14"	2.04022145727242e-13
"CX1"	"POLD1"	"-0.103475437221544"	"8.56864753963812e-14"	2.13437220532804e-13
"CX1"	"FANCC"	"-0.101892231244819"	"2.03438632234193e-13"	5.02181848938458e-13
"CX1"	"TIPIN"	"-0.100461967671945"	"4.3930414558655e-13"	1.07472621330995e-12
"CX1"	"LIG3"	"-0.0999477860929685"	"5.77856029446474e-13"	1.4011730271534e-12
"CX1"	"POLR2B"	"-0.0994901061381318"	"7.366911342462e-13"	1.77064360336367e-12
"CX1"	"LIG1"	"-0.0983402408767886"	"1.34944027799571e-12"	3.21518814061587e-12
"CX1"	"ASCC1"	"-0.0973230075089183"	"2.29190546398632e-12"	5.41363876838148e-12
"CX1"	"FANCG"	"-0.0979409531530828"	"2.34473154547565e-12"	5.44454613101973e-12
"CX1"	"RIF1"	"-0.0972940151355845"	"2.32658414899819e-12"	5.44454613101973e-12
"CX1"	"ERCC8"	"0.0971313404608776"	"2.53091955058055e-12"	5.82749543579051e-12
"CX1"	"ATR"	"-0.0963923237497419"	"3.70347331568576e-12"	8.45626407081582e-12
"CX1"	"COPS3"	"-0.0957737659210602"	"5.08205130402796e-12"	1.15081161760633e-11
"CX1"	"ACTR5"	"-0.0972915961572025"	"5.49649984236619e-12"	1.23421651582144e-11
"CX1"	"POLR2E"	"0.095604269863634"	"5.5404610016802e-12"	1.23421651582144e-11
"CX1"	"TP53"	"0.095171293459697"	"6.90337261027106e-12"	1.51321927617142e-11
"CX1"	"UNG"	"-0.0951838370286117"	"6.85962152690643e-12"	1.51321927617142e-11
"CX1"	"ZNF830"	"0.0940901360216121"	"1.19045446339567e-11"	2.58876605532074e-11
"CX1"	"PRPF19"	"-0.0938133124495984"	"1.36735229493471e-11"	2.95003565993788e-11
"CX1"	"MGMT"	"0.0936723034400125"	"1.46710802815937e-11"	3.14052812277865e-11
"CX1"	"TOP3A"	"-0.0922536534454258"	"2.96233056356139e-11"	6.29208197221567e-11
"CX1"	"POLE"	"-0.0908645030133744"	"5.8351655460562e-11"	1.22987335355338e-10
"CX1"	"COPS5"	"-0.0905074711985697"	"6.93457368982099e-11"	1.45043755039004e-10
"CX1"	"DCLRE1A"	"-0.0902111412144997"	"7.9987540523287e-11"	1.66034743207429e-10
"CX1"	"DDB1"	"-0.0896960183065269"	"1.02407748911539e-10"	2.10975362419261e-10
"CX1"	"SUMO1"	"-0.0884689717069634"	"1.83460694313732e-10"	3.7513604658181e-10
"CX1"	"TDP1"	"-0.0878272174440123"	"2.48098269865065e-10"	5.03547599577984e-10
"CX1"	"POLR2G"	"-0.0877697138294123"	"2.54872997918057e-10"	5.13494128158438e-10
"CX1"	"POLD2"	"-0.0876045015821896"	"2.75357997672802e-10"	5.50715995345604e-10
"CX1"	"POLR2F"	"-0.0864210458895531"	"4.77091015245092e-10"	9.472676679504e-10
"CX1"	"POLD4"	"0.0853499059061304"	"7.79718711275593e-10"	1.53699947402527e-09
"CX1"	"SUMO3"	"-0.0838986390661456"	"1.50271574876028e-09"	2.94102939400226e-09
"CX1"	"TCEA1"	"-0.0836283166293225"	"1.69601538849973e-09"	3.29580295353848e-09
"CX1"	"CENPS"	"-0.0853961371235525"	"1.80346543240125e-09"	3.47992625688692e-09
"CX1"	"ACTR8"	"0.08311785707858"	"2.12922237623156e-09"	4.07976874886327e-09
"CX1"	"TDG"	"-0.0824479288921995"	"2.86410941135763e-09"	5.44976374105549e-09
"CX1"	"PPP5C"	"-0.0821169488493178"	"3.31312214671181e-09"	6.26065840137266e-09
"CX1"	"TRIM25"	"-0.0820459517045543"	"3.41800392853149e-09"	6.41461011244951e-09
"CX1"	"USP43"	"0.0816845754441175"	"4.0039781957429e-09"	7.46319745328949e-09
"CX1"	"PIAS3"	"0.0865641743572297"	"4.33404083860899e-09"	8.0238323633707e-09
"CX1"	"EYA4"	"-0.0802657746865491"	"7.40402392032019e-09"	1.36154533836761e-08
"CX1"	"GTF2H2"	"0.079860796408709"	"8.80740479493985e-09"	1.60881927587568e-08
"CX1"	"POLE3"	"-0.0791247038784485"	"1.20482122046438e-08"	2.18623188349166e-08
"CX1"	"XAB2"	"0.0781167078335931"	"1.84205142902524e-08"	3.32054007600602e-08
"CX1"	"RMI1"	"-0.0784963322935544"	"1.95655301325269e-08"	3.50389232438717e-08
"CX1"	"FANCL"	"-0.077802817252899"	"2.10017419183045e-08"	3.73667356208794e-08
"CX1"	"HMGN1"	"-0.0728401277662236"	"1.56171638593397e-07"	2.76071154674779e-07
"CX1"	"XRCC4"	"0.0719691207136494"	"2.19229428269192e-07"	3.85056816318965e-07
"CX1"	"RNF111"	"0.0715825773242028"	"2.54524603647589e-07"	4.44202174518722e-07
"CX1"	"TINF2"	"0.0702954909960863"	"4.16120270903791e-07"	7.21626292579992e-07
"CX1"	"BRCC3"	"-0.0719071730646783"	"4.83961881578101e-07"	8.33997204732073e-07
"CX1"	"INO80D"	"0.0696949619840832"	"5.21887704953554e-07"	8.93732694732961e-07
"CX1"	"TERF2"	"0.0696422047566854"	"5.323287617041e-07"	9.05950811844245e-07
"CX1"	"RCHY1"	"0.0693238465890686"	"5.99739653000513e-07"	1.01437447482803e-06
"CX1"	"PARG"	"-0.0699521176842171"	"6.62819476562548e-07"	1.11418734097017e-06
"CX1"	"ERCC1"	"0.067372380130396"	"1.23168601607397e-06"	2.05781688051383e-06
"CX1"	"LIG4"	"0.0673340656004764"	"1.2489710197578e-06"	2.07404884493113e-06
"CX1"	"BAZ1B"	"-0.0671002141247569"	"1.35963612403211e-06"	2.24421866255902e-06
"CX1"	"WRN"	"0.0659246613800527"	"2.07465588985587e-06"	3.40392643006292e-06
"CX1"	"POLR2I"	"-0.0655326932873579"	"2.38486669178648e-06"	3.88960400922319e-06
"CX1"	"GTF2H1"	"0.064849889035516"	"3.03445564668783e-06"	4.91976832658264e-06
"CX1"	"POLE4"	"-0.0639224943815815"	"4.19310683418234e-06"	6.75830160332918e-06
"CX1"	"PMS1"	"-0.0637829311647101"	"4.40057951299175e-06"	7.05122097403356e-06
"CX1"	"UIMC1"	"0.063685664451146"	"4.5509510741411e-06"	7.24977089717826e-06
"CX1"	"TP53BP1"	"0.0629783240443936"	"5.80225933254334e-06"	9.18970553246749e-06
"CX1"	"TDP2"	"-0.0608072643997162"	"1.20383693712687e-05"	1.89569724582047e-05
"CX1"	"EYA3"	"-0.0594553518694968"	"1.87391915155793e-05"	2.93402198586784e-05
"CX1"	"ABL1"	"0.0593098282468614"	"1.96426823171682e-05"	3.05800849710459e-05
"CX1"	"ACTB"	"0.0592650864661808"	"1.99286988964429e-05"	3.08500762577704e-05
"CX1"	"RAD9B"	"-0.0562501171333106"	"5.15848243929016e-05"	7.94058532789609e-05
"CX1"	"HUS1"	"-0.0560477603772229"	"5.48957364816869e-05"	8.40303452289509e-05
"CX1"	"EME2"	"0.055839231128252"	"5.85176213461449e-05"	8.90768236046872e-05
"CX1"	"NFRKB"	"0.0557994187305351"	"5.9234349922109e-05"	8.92229467356994e-05
"CX1"	"PIAS4"	"0.0557977331738092"	"5.92648770288222e-05"	8.92229467356994e-05
"CX1"	"FANCF"	"0.0548687793802706"	"7.85567290856582e-05"	0.000117620457756669
"CX1"	"UBC"	"0.0543082639201197"	"9.2923902748582e-05"	0.000138375811701693
"CX1"	"MAPK8"	"-0.0541811359857216"	"0.000132012223587945"	0.000195520806827551
"CX1"	"BARD1"	"-0.051855748321406"	"0.000190252031095866"	0.00028026374473262
"CX1"	"INO80E"	"0.0517717114298214"	"0.000194878334484763"	0.00028554365587607
"CX1"	"RAD23A"	"-0.0514270594106994"	"0.000214979924130802"	0.000313321804318297
"CX1"	"PNKP"	"0.0512812311684861"	"0.000224058010221818"	0.000324824840215757
"CX1"	"RAD52"	"-0.0508418556617128"	"0.00025363273353628"	0.000365765099941793
"CX1"	"PPP4C"	"-0.0498885620518013"	"0.000330832000799715"	0.000474596692246712
"CX1"	"CHD1L"	"-0.0502557805235718"	"0.000544984890161817"	0.000777738853668426
"CX1"	"SMUG1"	"-0.0470970046535465"	"0.000702058415858358"	0.000996704694016529
"CX1"	"NHEJ1"	"0.0463379549725854"	"0.000855762406856611"	0.00120865412102429
"CX1"	"RPA2"	"-0.0452386261869362"	"0.00113425067717849"	0.00159376761818926
"CX1"	"RAD23B"	"-0.0449535197486405"	"0.00121905483118415"	0.00170418889665539
"CX1"	"RPA3"	"-0.044492703988585"	"0.00136858706208566"	0.00190351703051508
"CX1"	"INO80C"	"-0.0443667053490354"	"0.00141232171568439"	0.00195442500049254
"CX1"	"MUS81"	"-0.0440520251386632"	"0.00152723480302707"	0.00210282580919305
"CX1"	"VCP"	"-0.0427198233798123"	"0.00226832028494495"	0.00310759879037458
"CX1"	"POLR2J"	"-0.0403035635916921"	"0.00373717856198051"	0.00509446231832169
"CX1"	"POT1"	"0.0399921831198019"	"0.00401329937444795"	0.00544378231979573
"CX1"	"ALKBH5"	"-0.0392146742662059"	"0.00478539806476012"	0.00645910871795208
"CX1"	"ATRIP"	"0.0382788927242237"	"0.00589141150750095"	0.00791297427968265
"CX1"	"APBB1"	"0.0379468196255177"	"0.00633615751878309"	0.00846881541534911
"CX1"	"HERC2"	"0.0363934043856764"	"0.00884386933608351"	0.011763204845082
"CX1"	"BABAM2"	"-0.034824851314344"	"0.0122408366027616"	0.0162028465176651
"CX1"	"ISG15"	"-0.0339979221684265"	"0.0144609592758286"	0.0190495328921973
"CX1"	"FAAP20"	"-0.0338702216068422"	"0.0148337345335834"	0.0194470969483342
"CX1"	"COPS7B"	"-0.0332470077781417"	"0.0167770371486312"	0.0218900389463093
"CX1"	"PPP4R2"	"-0.0319724106899829"	"0.0214581681162171"	0.0278651093073151
"CX1"	"CUL4B"	"-0.032334975937996"	"0.0237785861241517"	0.0307327009340451
"CX1"	"MCRS1"	"-0.0309815091358373"	"0.025846352543494"	0.0332483596099406
"CX1"	"ACD"	"0.0308081397118232"	"0.0266890285296102"	0.034171933724828
"CX1"	"INO80B"	"-0.0305288377425939"	"0.0280964918743227"	0.0358066919700671
"CX1"	"SPIDR"	"-0.0302384621213227"	"0.0296271068338986"	0.0375825336689269
"CX1"	"POLR2A"	"-0.0290955146787684"	"0.0363676445964618"	0.0459204360342421
"CX1"	"RPS27A"	"-0.0270177595351767"	"0.0519815281382141"	0.0653345812379388
"CX1"	"XRCC1"	"0.0269347958773701"	"0.0527065737503663"	0.0659433845095907
"CX1"	"ERCC2"	"0.0268015847050121"	"0.053888415466479"	0.0671155719900693
"CX1"	"POLB"	"-0.0263410541008062"	"0.0581458544965875"	0.072090335439208
"CX1"	"SMARCA5"	"-0.0258351250128023"	"0.0631413065769804"	0.0779311621715884
"CX1"	"NBN"	"-0.0233938268321479"	"0.092461494006955"	0.113607396223792
"CX1"	"ALKBH2"	"0.0228269675505698"	"0.100637083542715"	0.123100718262071
"CX1"	"APEX1"	"-0.0222438702777576"	"0.109637514800623"	0.133514129134981
"CX1"	"XRCC5"	"0.0218423226948451"	"0.116197177226876"	0.14087622371754
"CX1"	"RBX1"	"0.0217310090934009"	"0.118069132379687"	0.142165096337917
"CX1"	"UBA52"	"0.0217680547161579"	"0.118297963376077"	0.142165096337917
"CX1"	"COPS6"	"-0.0216195434738999"	"0.119967261151383"	0.143541613779384
"CX1"	"GTF2H5"	"0.0199505742679764"	"0.15132948135866"	0.180279469096838
"CX1"	"PIAS1"	"0.0194430685879672"	"0.162009692344574"	0.192167340703088
"CX1"	"CETN2"	"0.019817960720094"	"0.165948772578697"	0.195991222786909
"CX1"	"UBE2L6"	"0.0187993049482948"	"0.176363619421313"	0.207397561036222
"CX1"	"RTEL1"	"-0.0186846806383427"	"0.179015852826557"	0.209616853309729
"CX1"	"RFC1"	"0.0185135122515648"	"0.18303146879021"	0.213406904036245
"CX1"	"MNAT1"	"0.0180589608299319"	"0.194018574430179"	0.225258853363852
"CX1"	"CCNA1"	"0.0178047735684381"	"0.200369798991826"	0.231651160015866
"CX1"	"UBXN1"	"0.0174073896912968"	"0.210600860801886"	0.242456453192087
"CX1"	"XRCC6"	"-0.0166230222562021"	"0.231893158343581"	0.265852407473394
"CX1"	"ASCC3"	"-0.0156228080202709"	"0.261202374172035"	0.298206043846407
"CX1"	"USP7"	"-0.0154394906305479"	"0.266840282220874"	0.303378578126637
"CX1"	"EP300"	"0.0151296724733429"	"0.276557778765401"	0.313127402403801
"CX1"	"GTF2H3"	"-0.014267473983226"	"0.304858068350921"	0.343749426864825
"CX1"	"POLH"	"0.013952226499439"	"0.315669214218641"	0.354481002852081
"CX1"	"USP45"	"-0.013676140402106"	"0.325341629168159"	0.363851454661533
"CX1"	"PMS2"	"0.0136337615190348"	"0.326843219136519"	0.36404488635531
"CX1"	"KAT5"	"0.0132294842666752"	"0.341393537977856"	0.378711859943047
"CX1"	"OGG1"	"-0.0117561178749041"	"0.397860424982861"	0.439571598569774
"CX1"	"PAXIP1"	"0.0116507852065486"	"0.402102029421541"	0.442473719122499
"CX1"	"RBBP8"	"-0.0114010100457251"	"0.412267927633055"	0.451845648685828
"CX1"	"ERCC4"	"0.0105734184590548"	"0.447022097243493"	0.487984281453056
"CX1"	"EYA1"	"0.00894124271308886"	"0.52022039431358"	0.565636460483813
"CX1"	"TFPT"	"-0.00886289750311471"	"0.523883001429911"	0.567367361232394
"CX1"	"NTHL1"	"0.00818904021700326"	"0.555921993141136"	0.59734363184577
"CX1"	"REV3L"	"-0.00820231048407247"	"0.555281937130918"	0.59734363184577
"CX1"	"COPS7A"	"-0.00696527634214859"	"0.616440810172406"	0.659784304637653
"CX1"	"MLH1"	"0.00679620968897489"	"0.625024055054413"	0.666368058696145
"CX1"	"REV1"	"0.00614724349450399"	"0.658437270200885"	0.699270589283111
"CX1"	"ERCC6"	"-0.00550524628452963"	"0.697917933248139"	0.738337890772163
"CX1"	"USP10"	"0.00514839115626002"	"0.711204093201444"	0.749499698219983
"CX1"	"ALKBH3"	"0.00497161898160044"	"0.720697352782889"	0.756594155795064
"CX1"	"PALB2"	"-0.00480015459507918"	"0.729946883934296"	0.76337956564121
"CX1"	"EYA2"	"0.00474400062969898"	"0.732984706319022"	0.763641861336167
"CX1"	"UBE2I"	"0.00467206979773011"	"0.736882137656756"	0.764794339840724
"CX1"	"ELL"	"0.00415359917171468"	"0.765698779124174"	0.791703643320844
"CX1"	"WDR48"	"0.0034572216215373"	"0.803654416854299"	0.827824474504052
"CX1"	"POLR2C"	"0.003201278399251"	"0.817925033955025"	0.83782627911501
"CX1"	"UBB"	"0.00317346209700177"	"0.819479718258477"	0.83782627911501
"CX1"	"COPS8"	"0.00124180078464087"	"0.928842039065592"	0.946106760981309
"CX1"	"ASCC2"	"-0.00102496894523333"	"0.941242130755001"	0.955186458618038
"CX1"	"CUL4A"	"0.000871524983238993"	"0.950026012509199"	0.960542905636607
"CX1"	"UBE2N"	"0.00067768009081769"	"0.961131192035629"	0.968198333153538
"CX1"	"RNF4"	"-0.000308500837663066"	"0.982300171412247"	0.985898340538299
"CX1"	"BAP1"	"-0.000209642434589197"	"0.98797151101078"	0.98797151101078
"CX10"	"KPNA2"	"0.112504822810693"	"4.80397827140544e-16"	1.31629004636509e-13
"CX10"	"EME1"	"0.110370590119345"	"1.7006375300324e-15"	2.32987341614439e-13
"CX10"	"BLM"	"0.102433828712797"	"1.5157066614423e-13"	1.38434541745063e-11
"CX10"	"FANCD2"	"0.0986025413164751"	"1.17612730049981e-12"	8.0564720084237e-11
"CX10"	"RAD51"	"0.0940167003516242"	"1.23506819586424e-11"	6.76817371333603e-10
"CX10"	"NEIL3"	"0.0930469410810985"	"2.00238253518902e-11"	9.14421357736319e-10
"CX10"	"CCNA2"	"0.091546681456625"	"4.18808196212354e-11"	1.63933493945979e-09
"CX10"	"UBE2T"	"0.0889161645242818"	"1.48475290850198e-10"	5.08527871161928e-09
"CX10"	"GEN1"	"0.0867651480532037"	"4.06930513828266e-10"	1.23887734209939e-08
"CX10"	"EXO1"	"0.082461179269115"	"2.84742604307886e-09"	7.09267941639643e-08
"CX10"	"EYA4"	"0.0826705303309867"	"2.59605719212949e-09"	7.09267941639643e-08
"CX10"	"POLQ"	"0.081044606412776"	"5.29019434684564e-09"	1.20792770919642e-07
"CX10"	"RAD51AP1"	"0.0792360766457415"	"1.14924267085272e-08"	2.42224993702804e-07
"CX10"	"FANCI"	"0.0787998944540042"	"1.38223823865151e-08"	2.70523769564653e-07
"CX10"	"DDB2"	"-0.0775980307455266"	"2.28714840389478e-08"	4.04094261172822e-07
"CX10"	"FANCB"	"0.079752760272462"	"2.3596745177975e-08"	4.04094261172822e-07
"CX10"	"RFC3"	"0.0753765283050029"	"5.68977156599212e-08"	9.17057299459906e-07
"CX10"	"POLR2K"	"0.0741698519907213"	"9.23615005438629e-08"	1.40594728605658e-06
"CX10"	"PPP5C"	"0.0725563709880998"	"1.7449094955045e-07"	2.51634316720123e-06
"CX10"	"ASCC1"	"0.0723891784621239"	"1.86239660036397e-07"	2.55148334249864e-06
"CX10"	"DCLRE1B"	"0.0717496646970139"	"2.69846962837317e-07"	3.52086037225833e-06
"CX10"	"DNA2"	"0.070594305701306"	"3.71518660175646e-07"	4.62709604036941e-06
"CX10"	"RFC4"	"0.0695307002086725"	"5.5506294901083e-07"	6.61248904473771e-06
